Country,Province1,Province2,PeopleNumber
US,Georgia,Berrien,19659
US,Georgia,Bibb,153671
US,Georgia,Bleckley,12977
US,Georgia,Brantley,19357
US,Georgia,Brooks,15413
US,Georgia,Bryan,42763
US,Georgia,Bulloch,84340
US,Georgia,Burke,22271
US,Georgia,Butts,26424
US,Georgia,Calhoun,5861
US,Georgia,Camden,56696
US,Georgia,Candler,10755
US,Georgia,Carroll,123982
US,Georgia,Catoosa,67980
US,Georgia,Charlton,14338
US,Georgia,Chatham,289958
US,Georgia,Chattahoochee,11521
US,Georgia,Chattooga,24803
US,Georgia,Cherokee,268491
US,Georgia,Clarke,130457
US,Georgia,Clay,2734
US,Georgia,Clayton,298374
US,Georgia,Clinch,6648
US,Georgia,Cobb,768283
US,Georgia,Coffee,43709
US,Georgia,Colquitt,45890
US,Georgia,Columbia,161988
US,Georgia,Cook,17468
US,Georgia,Coweta,153531
US,Georgia,Crawford,12544
US,Georgia,Crisp,21882
US,Georgia,Dade,15894
US,Georgia,Dawson,28070
US,Georgia,Decatur,26066
US,Georgia,DeKalb,768079
US,Georgia,Dodge,20229
US,Georgia,Dooly,12752
US,Georgia,Dougherty,85468
US,Georgia,Douglas,148981
US,Georgia,Early,9998
US,Georgia,Echols,4018
US,Georgia,Effingham,68432
US,Georgia,Elbert,19392
US,Georgia,Emanuel,22724
US,Georgia,Evans,10558
US,Georgia,Fannin,26602
US,Georgia,Fayette,116901
US,Georgia,Floyd,99566
US,Georgia,Forsyth,258770
US,Georgia,Franklin,23979
US,Georgia,Fulton,1091550
US,Georgia,Gilmer,32437
US,Georgia,Glascock,2959
US,Georgia,Glynn,85926
US,Georgia,Gordon,58633
US,Georgia,Grady,24351
US,Georgia,Greene,19506
US,Georgia,Gwinnett,954076
US,Georgia,Habersham,45238
US,Georgia,Hall,210247
US,Georgia,Hancock,8635
US,Georgia,Haralson,30254
US,Georgia,Harris,36588
US,Georgia,Hart,26473
US,Georgia,Heard,12027
US,Georgia,Henry,244227
US,Georgia,Houston,162543
US,Georgia,Irwin,9456
US,Georgia,Jackson,78281
US,Georgia,Jasper,14599
US,Georgia,Jeff Davis,15249
US,Georgia,Jefferson,15238
US,Georgia,Jenkins,8498
US,Georgia,Johnson,9517
US,Georgia,Jones,28845
US,Georgia,Lamar,19309
US,Georgia,Lanier,10559
US,Georgia,Laurens,47966
US,Georgia,Lee,30474
US,Georgia,Liberty,63093
US,Georgia,Lincoln,7913
US,Georgia,Long,20495
US,Georgia,Lowndes,119600
US,Georgia,Lumpkin,35032
US,Georgia,Macon,12521
US,Georgia,Madison,30356
US,Georgia,Marion,8331
US,Georgia,McDuffie,20872
US,Georgia,McIntosh,14490
US,Georgia,Meriwether,21313
US,Georgia,Miller,5786
US,Georgia,Mitchell,21319
US,Georgia,Monroe,27728
US,Georgia,Montgomery,9180
US,Georgia,Morgan,20166
US,Georgia,Murray,40402
US,Georgia,Muscogee,198969
US,Georgia,Newton,116390
US,Georgia,Oconee,41884
US,Georgia,Oglethorpe,15617
US,Georgia,Out of GA,0
US,Georgia,Paulding,177895
US,Georgia,Peach,27912
US,Georgia,Pickens,33745
US,Georgia,Pierce,19619
US,Georgia,Pike,19592
US,Georgia,Polk,43147
US,Georgia,Pulaski,11251
US,Georgia,Putnam,22717
US,Georgia,Quitman,2377
US,Georgia,Rabun,17697
US,Georgia,Randolph,6710
US,Georgia,Richmond,204220
US,Georgia,Rockdale,91678
US,Georgia,Schley,5311
US,Georgia,Screven,13978
US,Georgia,Seminole,7730
US,Georgia,Spalding,67895
US,Georgia,Stephens,25761
US,Georgia,Stewart,6993
US,Georgia,Sumter,28980
US,Georgia,Talbot,6005
US,Georgia,Taliaferro,1387
US,Georgia,Tattnall,24888
US,Georgia,Taylor,8020
US,Georgia,Telfair,15632
US,Georgia,Terrell,8419
US,Georgia,Thomas,44685
US,Georgia,Tift,40848
US,Georgia,Toombs,26686
US,Georgia,Towns,12379
US,Georgia,Treutlen,7077
US,Georgia,Troup,69610
US,Georgia,Turner,8139
US,Georgia,Twiggs,8012
US,Georgia,Unassigned,0
US,Georgia,Union,25723
US,Georgia,Upson,26590
US,Georgia,Walker,70397
US,Georgia,Walton,97375
US,Georgia,Ware,36028
US,Georgia,Warren,5268
US,Georgia,Washington,20302
US,Georgia,Wayne,30161
US,Georgia,Webster,2609
US,Georgia,Wheeler,7769
US,Georgia,White,32418
US,Georgia,Whitfield,105386
US,Georgia,Wilcox,8251
US,Georgia,Wilkes,9603
US,Georgia,Wilkinson,8776
US,Georgia,Worth,20137
US,Grand Princess,NULL,3533
US,Guam,NULL,170199
US,Hawaii,Hawaii,201521
US,Hawaii,Honolulu,963973
US,Hawaii,Kalawao,86
US,Hawaii,Kauai,72543
US,Hawaii,Maui,168307
US,Hawaii,Out of HI,0
US,Hawaii,Unassigned,0
US,Idaho,Ada,507233
US,Idaho,Adams,4414
US,Idaho,Bannock,90076
US,Idaho,Bear Lake,6287
US,Idaho,Benewah,9458
US,Idaho,Bingham,48175
US,Idaho,Blaine,23521
US,Idaho,Boise,8183
US,Idaho,Bonner,47807
US,Idaho,Bonneville,124298
US,Idaho,Boundary,12703
US,Idaho,Butte,2617
US,Idaho,Camas,1076
US,Idaho,Canyon,243075
US,Idaho,Caribou,7391
US,Idaho,Cassia,24508
US,Idaho,Clark,833
US,Idaho,Clearwater,8752
US,Idaho,Custer,4445
US,Idaho,Elmore,27809
US,Idaho,Franklin,14220
US,Idaho,Fremont,12987
US,Idaho,Gem,19162
US,Idaho,Gooding,15305
US,Idaho,Idaho,17049
US,Idaho,Jefferson,30803
US,Idaho,Jerome,25104
US,Idaho,Kootenai,174673
US,Idaho,Latah,40666
US,Idaho,Lemhi,8217
US,Idaho,Lewis,3850
US,Idaho,Lincoln,5302
US,Idaho,Madison,41199
US,Idaho,Minidoka,21679
US,Idaho,Nez Perce,40712
US,Idaho,Oneida,4669
US,Idaho,Owyhee,12131
US,Idaho,Payette,24839
US,Idaho,Power,7643
US,Idaho,Shoshone,13066
US,Idaho,Teton,13124
US,Idaho,Twin Falls,88576
US,Idaho,Unassigned,0
US,Idaho,Valley,12134
US,Idaho,Washington,10352
US,Illinois,Adams,65059
US,Illinois,Alexander,5201
US,Illinois,Bond,16004
US,Illinois,Boone,53672
US,Illinois,Brown,6608
US,Illinois,Bureau,31966
US,Illinois,Calhoun,4559
US,Illinois,Carroll,14287
US,Illinois,Cass,11817
US,Illinois,Champaign,209231
US,Illinois,Christian,31606
US,Illinois,Clark,15123
US,Illinois,Clay,13020
US,Illinois,Clinton,37292
US,Illinois,Coles,50205
US,Illinois,Cook,5106780
US,Illinois,Crawford,18341
US,Illinois,Cumberland,10690
US,Illinois,De Witt,15326
US,Illinois,DeKalb,105993
US,Illinois,Douglas,19479
US,Illinois,DuPage,914269
US,Illinois,Edgar,16763
US,Illinois,Edwards,6411
US,Illinois,Effingham,33662
US,Illinois,Fayette,21272
US,Illinois,Ford,12459
US,Illinois,Franklin,38017
US,Illinois,Fulton,33360
US,Illinois,Gallatin,4394
US,Illinois,Greene,12777
US,Illinois,Grundy,51216
US,Illinois,Hamilton,8052
US,Illinois,Hancock,17468
US,Illinois,Hardin,3677
US,Illinois,Henderson,6544
US,Illinois,Henry,48601
US,Illinois,Iroquois,26374
US,Illinois,Jackson,55672
US,Illinois,Jasper,9582
US,Illinois,Jefferson,37636
US,Illinois,Jersey,21729
US,Illinois,Jo Daviess,21043
US,Illinois,Johnson,12405
US,Illinois,Kane,531769
US,Illinois,Kankakee,109680
US,Illinois,Kendall,131536
US,Illinois,Knox,49141
US,Illinois,Lake,690431
US,Illinois,LaSalle,107689
US,Illinois,Lawrence,15408
US,Illinois,Lee,33696
US,Illinois,Livingston,35516
US,Illinois,Logan,28030
US,Illinois,Macon,103019
US,Illinois,Macoupin,44142
US,Illinois,Madison,260846
US,Illinois,Marion,36853
US,Illinois,Marshall,11348
US,Illinois,Mason,13011
US,Illinois,Massac,13270
US,Illinois,McDonough,29078
US,Illinois,McHenry,306820
US,Illinois,McLean,169731
US,Illinois,Menard,12010
US,Illinois,Mercer,15209
US,Illinois,Monroe,35165
US,Illinois,Montgomery,27860
US,Illinois,Morgan,32920
US,Illinois,Moultrie,14207
US,Illinois,Ogle,50367
US,Illinois,Out of IL,0
US,Illinois,Peoria,176297
US,Illinois,Perry,20460
US,Illinois,Piatt,16300
US,Illinois,Pike,15493
US,Illinois,Pope,4163
US,Illinois,Pulaski,5137
US,Illinois,Putnam,5745
US,Illinois,Randolph,30992
US,Illinois,Richland,15149
US,Illinois,Rock Island,140395
US,Illinois,Saline,22895
US,Illinois,Sangamon,192738
US,Illinois,Schuyler,6564
US,Illinois,Scott,4999
US,Illinois,Shelby,21450
US,Illinois,St. Clair,256338
US,Illinois,Stark,5190
US,Illinois,Stephenson,43900
US,Illinois,Tazewell,130509
US,Illinois,Unassigned,0
US,Illinois,Union,16295
US,Illinois,Vermilion,73870
US,Illinois,Wabash,11514
US,Illinois,Warren,16548
US,Illinois,Washington,13663
US,Illinois,Wayne,15993
US,Illinois,White,13375
US,Illinois,Whiteside,54419
US,Illinois,Will,689931
US,Illinois,Williamson,65827
US,Illinois,Winnebago,280456
US,Illinois,Woodford,38323
US,Indiana,Adams,36141
US,Indiana,Allen,387739
US,Indiana,Bartholomew,85893
US,Indiana,Benton,8938
US,Indiana,Blackford,11426
US,Indiana,Boone,69669
US,Indiana,Brown,14816
US,Indiana,Carroll,20395
US,Indiana,Cass,37277
US,Indiana,Clark,120346
US,Indiana,Clay,26325
US,Indiana,Clinton,32813
US,Indiana,Crawford,10543
US,Indiana,Daviess,33497
US,Indiana,Dearborn,49410
US,Indiana,Decatur,26227
US,Indiana,DeKalb,44009
US,Indiana,Delaware,113811
US,Indiana,Dubois,42860
US,Indiana,Elkhart,207789
US,Indiana,Fayette,23154
US,Indiana,Floyd,79898
US,Indiana,Fountain,16258
US,Indiana,Franklin,22862
US,Indiana,Fulton,19816
US,Indiana,Gibson,33757
US,Indiana,Grant,65229
US,Indiana,Greene,31648
US,Indiana,Hamilton,353411
US,Indiana,Hancock,81548
US,Indiana,Harrison,41117
US,Indiana,Hendricks,177117
US,Indiana,Henry,47654
US,Indiana,Howard,83118
US,Indiana,Huntington,37074
US,Indiana,Jackson,44557
US,Indiana,Jasper,33956
US,Indiana,Jay,19854
US,Indiana,Jefferson,32610
US,Indiana,Jennings,27847
US,Indiana,Johnson,162315
US,Indiana,Knox,36590
US,Indiana,Kosciusko,79536
US,Indiana,LaGrange,40092
US,Indiana,Lake,487599
US,Indiana,LaPorte,109702
US,Indiana,Lawrence,44850
US,Indiana,Madison,129561
US,Indiana,Marion,976346
US,Indiana,Marshall,46182
US,Indiana,Martin,10327
US,Indiana,Miami,35256
US,Indiana,Monroe,150833
US,Indiana,Montgomery,38466
US,Indiana,Morgan,71193
US,Indiana,Newton,13980
US,Indiana,Noble,48146
US,Indiana,Ohio,5867
US,Indiana,Orange,19842
US,Indiana,Owen,20673
US,Indiana,Parke,16855
US,Indiana,Perry,19353
US,Indiana,Pike,12391
US,Indiana,Porter,172191
US,Indiana,Posey,25173
US,Indiana,Pulaski,12075
US,Indiana,Putnam,37756
US,Indiana,Randolph,24383
US,Indiana,Ripley,28072
US,Indiana,Rush,16473
US,Indiana,Scott,24051
US,Indiana,Shelby,45143
US,Indiana,Spencer,20061
US,Indiana,St. Joseph,273534
US,Indiana,Starke,23083
US,Indiana,Steuben,34808
US,Indiana,Sullivan,20615
US,Indiana,Switzerland,10791
US,Indiana,Tippecanoe,199562
US,Indiana,Tipton,15220
US,Indiana,Unassigned,0
US,Indiana,Union,7104
US,Indiana,Vanderburgh,182113
US,Indiana,Vermillion,15474
US,Indiana,Vigo,106380
US,Indiana,Wabash,30592
US,Indiana,Warren,8235
US,Indiana,Warrick,64046
US,Indiana,Washington,28244
US,Indiana,Wayne,65560
US,Indiana,Wells,28722
US,Indiana,White,24040
US,Indiana,Whitley,33798
US,Iowa,Adair,7308
US,Iowa,Adams,3518
US,Iowa,Allamakee,13357
US,Iowa,Appanoose,12476
US,Iowa,Audubon,5546
US,Iowa,Benton,25685
US,Iowa,Black Hawk,130238
US,Iowa,Boone,26078
US,Iowa,Bremer,25304
US,Iowa,Buchanan,21169
US,Iowa,Buena Vista,19208
US,Iowa,Butler,14267
US,Iowa,Calhoun,9582
US,Iowa,Carroll,20189
US,Iowa,Cass,12612
US,Iowa,Cedar,18753
US,Iowa,Cerro Gordo,42066
US,Iowa,Cherokee,11115
US,Iowa,Chickasaw,11895
US,Iowa,Clarke,9181
US,Iowa,Clay,15836
US,Iowa,Clayton,17567
US,Iowa,Clinton,46413
US,Iowa,Crawford,16282
US,Iowa,Dallas,100453
US,Iowa,Davis,9056
US,Iowa,Decatur,7830
US,Iowa,Delaware,16871
US,Iowa,Des Moines,38603
US,Iowa,Dickinson,17532
US,Iowa,Dubuque,98089
US,Iowa,Emmet,9070
US,Iowa,Fayette,19592
US,Iowa,Floyd,15422
US,Iowa,Franklin,10040
US,Iowa,Fremont,6918
US,Iowa,Greene,8734
US,Iowa,Grundy,12152
US,Iowa,Guthrie,10627
US,Iowa,Hamilton,14547
US,Iowa,Hancock,10470
US,Iowa,Hardin,16664
US,Iowa,Harrison,13937
US,Iowa,Henry,19796
US,Iowa,Howard,9130
US,Iowa,Humboldt,9556
US,Iowa,Ida,6888
US,Iowa,Iowa,16242
US,Iowa,Jackson,19463
US,Iowa,Jasper,37177
US,Iowa,Jefferson,18373
US,Iowa,Johnson,152322
US,Iowa,Jones,20697
US,Iowa,Keokuk,10312
US,Iowa,Kossuth,14683
US,Iowa,Lee,33153
US,Iowa,Linn,228592
US,Iowa,Louisa,10799
US,Iowa,Lucas,8566
US,Iowa,Lyon,11635
US,Iowa,Madison,16602
US,Iowa,Mahaska,22249
US,Iowa,Marion,33241
US,Iowa,Marshall,38331
US,Iowa,Mills,15191
US,Iowa,Mitchell,10616
US,Iowa,Monona,8527
US,Iowa,Monroe,7585
US,Iowa,Montgomery,9829
US,Iowa,Muscatine,42244
US,Iowa,O`Brien,13663
US,Iowa,Osceola,5818
US,Iowa,Page,14863
US,Iowa,Palo Alto,8852
US,Iowa,Plymouth,25483
US,Iowa,Pocahontas,6429
US,Iowa,Polk,498817
US,Iowa,Pottawattamie,93090
US,Iowa,Poweshiek,18578
US,Iowa,Ringgold,4802
US,Iowa,Sac,9753
US,Iowa,Scott,173223
US,Iowa,Shelby,11244
US,Iowa,Sioux,34961
US,Iowa,Story,97789
US,Iowa,Tama,16824
US,Iowa,Taylor,6043
US,Iowa,Unassigned,0
US,Iowa,Union,12127
US,Iowa,Van Buren,7106
US,Iowa,Wapello,34925
US,Iowa,Warren,52370
US,Iowa,Washington,21779
US,Iowa,Wayne,6513
US,Iowa,Webster,35034
US,Iowa,Winnebago,9984
US,Iowa,Winneshiek,19939
US,Iowa,Woodbury,104291
US,Iowa,Worth,7317
US,Iowa,Wright,12306
US,Kansas,Allen,12105
US,Kansas,Anderson,7878
US,Kansas,Atchison,15873
US,Kansas,Barber,4351
US,Kansas,Barton,25223
US,Kansas,Bourbon,14518
US,Kansas,Brown,9472
US,Kansas,Butler,67067
US,Kansas,Chase,2744
US,Kansas,Chautauqua,3142
US,Kansas,Cherokee,19747
US,Kansas,Cheyenne,2681
US,Kansas,Clark,1994
US,Kansas,Clay,8000
US,Kansas,Cloud,8890
US,Kansas,Coffey,8073
US,Kansas,Comanche,1628
US,Kansas,Cowley,34426
US,Kansas,Crawford,38632
US,Kansas,Decatur,2761
US,Kansas,Dickinson,18034
US,Kansas,Doniphan,7484
US,Kansas,Douglas,124559
US,Kansas,Edwards,2754
US,Kansas,Elk,2622
US,Kansas,Ellis,28367
US,Kansas,Ellsworth,5980
US,Kansas,Finney,36345
US,Kansas,Ford,33103
US,Kansas,Franklin,25382
US,Kansas,Geary,29456
US,Kansas,Gove,2686
US,Kansas,Graham,2496
US,Kansas,Grant,6862
US,Kansas,Gray,5812
US,Kansas,Greeley,1238
US,Kansas,Greenwood,5924
US,Kansas,Hamilton,2417
US,Kansas,Harper,5292
US,Kansas,Harvey,34921
US,Kansas,Haskell,3924
US,Kansas,Hodgeman,1738
US,Kansas,Jackson,12973
US,Kansas,Jefferson,19417
US,Kansas,Jewell,2947
US,Kansas,Johnson,610949
US,Kansas,Kearny,3632
US,Kansas,Kingman,7016
US,Kansas,Kiowa,2447
US,Kansas,Labette,19042
US,Kansas,Lane,1513
US,Kansas,Leavenworth,82280
US,Kansas,Lincoln,2890
US,Kansas,Linn,9567
US,Kansas,Logan,2758
US,Kansas,Lyon,32985
US,Kansas,Marion,11806
US,Kansas,Marshall,9691
US,Kansas,McPherson,28570
US,Kansas,Meade,3903
US,Kansas,Miami,35237
US,Kansas,Mitchell,5717
US,Kansas,Montgomery,31305
US,Kansas,Morris,5746
US,Kansas,Morton,2375
US,Kansas,Nemaha,10443
US,Kansas,Neosho,15971
US,Kansas,Ness,2658
US,Kansas,Norton,5245
US,Kansas,Osage,15971
US,Kansas,Osborne,3345
US,Kansas,Ottawa,5608
US,Kansas,Out of KS,0
US,Kansas,Pawnee,6096
US,Kansas,Phillips,5150
US,Kansas,Pottawatomie,24731
US,Kansas,Pratt,8812
US,Kansas,Rawlins,2586
US,Kansas,Reno,61332
US,Kansas,Republic,4604
US,Kansas,Rice,9645
US,Kansas,Riley,73272
US,Kansas,Rooks,4770
US,Kansas,Rush,2996
US,Kansas,Russell,6764
US,Kansas,Saline,53898
US,Kansas,Scott,4651
US,Kansas,Sedgwick,521158
US,Kansas,Seward,20480
US,Kansas,Shawnee,176045
US,Kansas,Sheridan,2519
US,Kansas,Sherman,5917
US,Kansas,Smith,3569
US,Kansas,Stafford,4144
US,Kansas,Stanton,1968
US,Kansas,Stevens,5383
US,Kansas,Sumner,22470
US,Kansas,Thomas,7911
US,Kansas,Trego,2815
US,Kansas,Unassigned,0
US,Kansas,Wabaunsee,6969
US,Kansas,Wallace,1576
US,Kansas,Washington,5318
US,Kansas,Wichita,2133
US,Kansas,Wilson,8243
US,Kansas,Woodson,3046
US,Kansas,Wyandotte,165645
US,Kentucky,Adair,19208
US,Kentucky,Allen,21701
US,Kentucky,Anderson,22959
US,Kentucky,Ballard,7680
US,Kentucky,Barren,44517
US,Kentucky,Bath,12612
US,Kentucky,Bell,25122
US,Kentucky,Boone,136941
US,Kentucky,Bourbon,19167
US,Kentucky,Boyd,45570
US,Kentucky,Boyle,30016
US,Kentucky,Bracken,8353
US,Kentucky,Breathitt,12316
US,Kentucky,Breckinridge,20813
US,Kentucky,Bullitt,83010
US,Kentucky,Butler,13151
US,Kentucky,Caldwell,12809
US,Kentucky,Calloway,39075
US,Kentucky,Campbell,93824
US,Kentucky,Carlisle,4802
US,Kentucky,Carroll,10469
US,Kentucky,Carter,26311
US,Kentucky,Casey,16625
US,Kentucky,Christian,69959
US,Kentucky,Clark,36429
US,Kentucky,Clay,19527
US,Kentucky,Clinton,10350
US,Kentucky,Crittenden,8626
US,Kentucky,Cumberland,6456
US,Kentucky,Daviess,102767
US,Kentucky,Edmonson,11952
US,Kentucky,Elliott,7553
US,Kentucky,Estill,14018
US,Kentucky,Fayette,324604
US,Kentucky,Fleming,14773
US,Kentucky,Floyd,34975
US,Kentucky,Franklin,51371
US,Kentucky,Fulton,5775
US,Kentucky,Gallatin,9075
US,Kentucky,Garrard,17960
US,Kentucky,Grant,25077
US,Kentucky,Graves,37160
US,Kentucky,Grayson,26695
US,Kentucky,Green,10827
US,Kentucky,Greenup,34630
US,Kentucky,Hancock,8690
US,Kentucky,Hardin,112316
US,Kentucky,Harlan,25412
US,Kentucky,Harrison,19098
US,Kentucky,Hart,19301
US,Kentucky,Henderson,44606
US,Kentucky,Henry,16256
US,Kentucky,Hickman,4278
US,Kentucky,Hopkins,44010
US,Kentucky,Jackson,13181
US,Kentucky,Jefferson,764069
US,Kentucky,Jessamine,54831
US,Kentucky,Johnson,21782
US,Kentucky,Kenton,168410
US,Kentucky,Knott,14266
US,Kentucky,Knox,30835
US,Kentucky,Larue,14596
US,Kentucky,Laurel,61119
US,Kentucky,Lawrence,14785
US,Kentucky,Lee,8105
US,Kentucky,Leslie,9329
US,Kentucky,Letcher,21033
US,Kentucky,Lewis,13289
US,Kentucky,Lincoln,24423
US,Kentucky,Livingston,9094
US,Kentucky,Logan,27340
US,Kentucky,Lyon,8288
US,Kentucky,Madison,94747
US,Kentucky,Magoffin,11837
US,Kentucky,Marion,19167
US,Kentucky,Marshall,30896
US,Kentucky,Martin,10935
US,Kentucky,Mason,17050
US,Kentucky,McCracken,65640
US,Kentucky,McCreary,17113
US,Kentucky,McLean,9105
US,Kentucky,Meade,28470
US,Kentucky,Menifee,6593
US,Kentucky,Mercer,22395
US,Kentucky,Metcalfe,10073
US,Kentucky,Monroe,10486
US,Kentucky,Montgomery,28253
US,Kentucky,Morgan,13183
US,Kentucky,Muhlenberg,30244
US,Kentucky,Nelson,47073
US,Kentucky,Nicholas,7417
US,Kentucky,Ohio,23854
US,Kentucky,Oldham,67373
US,Kentucky,Owen,10941
US,Kentucky,Owsley,4297
US,Kentucky,Pendleton,14594
US,Kentucky,Perry,24858
US,Kentucky,Pike,56644
US,Kentucky,Powell,12335
US,Kentucky,Pulaski,65769
US,Kentucky,Robertson,2064
US,Kentucky,Rockcastle,16439
US,Kentucky,Rowan,24374
US,Kentucky,Russell,18189
US,Kentucky,Scott,59076
US,Kentucky,Shelby,50954
US,Kentucky,Simpson,18910
US,Kentucky,Spencer,20011
US,Kentucky,Taylor,26279
US,Kentucky,Todd,12270
US,Kentucky,Trigg,14637
US,Kentucky,Trimble,8477
US,Kentucky,Unassigned,0
US,Kentucky,Union,14201
US,Kentucky,Warren,137188
US,Kentucky,Washington,12239
US,Kentucky,Wayne,20139
US,Kentucky,Webster,12724
US,Kentucky,Whitley,36590
US,Kentucky,Wolfe,7073
US,Kentucky,Woodford,27220
US,Louisiana,Acadia,61707
US,Louisiana,Allen,25747
US,Louisiana,Ascension,130096
US,Louisiana,Assumption,21115
US,Louisiana,Avoyelles,39628
US,Louisiana,Beauregard,37753
US,Louisiana,Bienville,13037
US,Louisiana,Bossier,127073
US,Louisiana,Caddo,234946
US,Louisiana,Calcasieu,203954
US,Louisiana,Caldwell,9826
US,Louisiana,Cameron,6893
US,Louisiana,Catahoula,9270
US,Louisiana,Claiborne,15220
US,Louisiana,Concordia,18605
US,Louisiana,De Soto,27537
US,Louisiana,East Baton Rouge,436061
US,Louisiana,East Carroll,6595
US,Louisiana,East Feliciana,18833
US,Louisiana,Evangeline,33193
US,Louisiana,Franklin,19717
US,Louisiana,Grant,22295
US,Louisiana,Iberia,67680
US,Louisiana,Iberville,32147
US,Louisiana,Jackson,15408
US,Louisiana,Jefferson,31030
US,Louisiana,Jefferson Davis,429711
US,Louisiana,Lafayette,246944
US,Louisiana,Lafourche,96880
US,Louisiana,LaSalle,14874
US,Louisiana,Lincoln,46002
US,Louisiana,Livingston,143579
US,Louisiana,Madison,10461
US,Louisiana,Morehouse,23974
US,Louisiana,Natchitoches,37242
US,Louisiana,Orleans,388424
US,Louisiana,Ouachita,150695
US,Louisiana,Out of LA,0
US,Louisiana,Plaquemines,22821
US,Louisiana,Pointe Coupee,21432
US,Louisiana,Rapides,128292
US,Louisiana,Red River,8274
US,Louisiana,Richland,19920
US,Louisiana,Sabine,23850
US,Louisiana,St. Bernard,48172
US,Louisiana,St. Charles,53750
US,Louisiana,St. Helena,10022
US,Louisiana,St. James,20986
US,Louisiana,St. John the Baptist,42273
US,Louisiana,St. Landry,80808
US,Louisiana,St. Martin,53169
US,Louisiana,St. Mary,48362
US,Louisiana,St. Tammany,265187
US,Louisiana,Tangipahoa,136600
US,Louisiana,Tensas,4062
US,Louisiana,Terrebonne,109057
US,Louisiana,Unassigned,0
US,Louisiana,Union,21838
US,Louisiana,Vermilion,58761
US,Louisiana,Vernon,46085
US,Louisiana,Washington,45406
US,Louisiana,Webster,37436
US,Louisiana,West Baton Rouge,26595
US,Louisiana,West Carroll,10536
US,Louisiana,West Feliciana,15720
US,Louisiana,Winn,13436
US,Maine,Androscoggin,109003
US,Maine,Aroostook,66529
US,Maine,Cumberland,297663
US,Maine,Franklin,30767
US,Maine,Hancock,55493
US,Maine,Kennebec,122818
US,Maine,Knox,39882
US,Maine,Lincoln,35104
US,Maine,Out of ME,0
US,Maine,Oxford,58417
US,Maine,Penobscot,152810
US,Maine,Piscataquis,16863
US,Maine,Sagadahoc,36188
US,Maine,Somerset,50474
US,Maine,Unassigned,0
US,Maine,Waldo,39831
US,Maine,Washington,31495
US,Maine,York,211185
US,Maryland,Allegany,69366
US,Maryland,Anne Arundel,586656
US,Maryland,Baltimore,826392
US,Maryland,Baltimore City,575584
US,Maryland,Calvert,93445
US,Maryland,Caroline,33606
US,Maryland,Carroll,168807
US,Maryland,Cecil,103277
US,Maryland,Charles,166819
US,Maryland,Dorchester,31867
US,Maryland,Frederick,268755
US,Maryland,Garrett,28776
US,Maryland,Harford,258559
US,Maryland,Howard,331828
US,Maryland,Kent,19398
US,Maryland,Montgomery,1055110
US,Maryland,Prince George`s,908743
US,Maryland,Queen Anne`s,50847
US,Maryland,Somerset,25636
US,Maryland,St. Mary`s,115090
US,Maryland,Talbot,37395
US,Maryland,Unassigned,0
US,Maryland,Washington,151835
US,Maryland,Wicomico,104739
US,Maryland,Worcester,52908
US,Massachusetts,Barnstable,212028
US,Massachusetts,Berkshire,123030
US,Massachusetts,Bristol,567467
US,Massachusetts,Brockton,95678
US,Massachusetts,Dukes,17338
US,Massachusetts,Dukes and Nantucket,11801
US,Massachusetts,Essex,790736
US,Massachusetts,Franklin,69318
US,Massachusetts,Hampden,462340
US,Massachusetts,Hampshire,160212
US,Massachusetts,Middlesex,1618160
US,Massachusetts,Nantucket,11801
US,Massachusetts,Norfolk,713865
US,Massachusetts,Plymouth,526762
US,Massachusetts,Suffolk,805427
US,Massachusetts,Unassigned,0
US,Massachusetts,Worcester,833758
US,Michigan,Alcona,10495
US,Michigan,Alger,9088
US,Michigan,Allegan,119897
US,Michigan,Alpena,28447
US,Michigan,Antrim,23326
US,Michigan,Arenac,14633
US,Michigan,Baraga,7979
US,Michigan,Barry,62188
US,Michigan,Bay,101974
US,Michigan,Benzie,17776
US,Michigan,Berrien,152623
US,Michigan,Branch,43419
US,Michigan,Calhoun,134379
US,Michigan,Cass,51911
US,Michigan,Charlevoix,26055
US,Michigan,Cheboygan,24820
US,Michigan,Chippewa,37125
US,Michigan,Clare,31380
US,Michigan,Clinton,80347
US,Michigan,Crawford,14277
US,Michigan,Delta,35666
US,Michigan,Dickinson,24975
US,Michigan,Eaton,111384
US,Michigan,Emmet,33795
US,Michigan,Federal Correctional Institution (FCI),1302
US,Michigan,Genesee,404063
US,Michigan,Gladwin,25695
US,Michigan,Gogebic,11693
US,Michigan,Grand Traverse,94204
US,Michigan,Gratiot,40929
US,Michigan,Hillsdale,45411
US,Michigan,Houghton,35166
US,Michigan,Huron,30521
US,Michigan,Ingham,293994
US,Michigan,Ionia,65539
US,Michigan,Iosco,25175
US,Michigan,Iron,10990
US,Michigan,Isabella,68690
US,Michigan,Jackson,158398
US,Michigan,Kalamazoo,265838
US,Michigan,Kalkaska,18502
US,Michigan,Kent,664165
US,Michigan,Keweenaw,2168
US,Michigan,Lake,11807
US,Michigan,Lapeer,86979
US,Michigan,Leelanau,21855
US,Michigan,Lenawee,99071
US,Michigan,Livingston,193605
US,Michigan,Luce,6033
US,Michigan,Mackinac,10835
US,Michigan,Macomb,876326
US,Michigan,Manistee,24764
US,Michigan,Marquette,67335
US,Michigan,Mason,29264
US,Michigan,Mecosta,43559
US,Michigan,Menominee,22486
