tDate,TotalConfirmed,Age60MoreConfirmed,Age60MoreConfirmedRate,Age18LessConfirmed,Age18LessConfirmedRate
2022-05-27,0,0,0,0,0
2022-05-28,0,0,0,0,0
2022-05-29,0,0,0,0,0
2022-05-30,0,0,0,0,0
2022-05-31,0,0,0,0,0
2022-06-01,0,0,0,0,0
2022-06-02,0,0,0,0,0
2022-06-03,0,0,0,0,0
2022-06-04,0,0,0,0,0
2022-06-05,0,0,0,0,0
2022-06-06,0,0,0,0,0
2022-06-07,0,0,0,0,0
2022-06-08,0,0,0,0,0
2022-06-09,0,0,0,0,0
2022-06-10,0,0,0,0,0
2022-06-11,0,0,0,0,0
2022-06-12,0,0,0,0,0
2022-06-13,0,0,0,0,0
2022-06-14,0,0,0,0,0
2022-06-15,0,0,0,0,0
2022-06-16,0,0,0,0,0
2022-06-17,0,0,0,0,0
2022-06-18,0,0,0,0,0
2022-06-19,0,0,0,0,0
2022-06-20,0,0,0,0,0
2022-06-21,0,0,0,0,0
2022-06-22,8886,1336,15,1668,18.8
2022-06-23,7405,1106,14.9,1391,18.8
2022-06-24,7116,1135,15.9,1265,17.8
2022-06-25,6705,1122,16.7,1307,19.5
2022-06-26,6111,1071,17.5,1178,19.3
2022-06-27,3315,441,13.3,664,20
2022-06-28,9777,1290,13.2,1904,19.5
2022-06-29,10258,1413,13.8,1729,16.9
2022-06-30,9453,1223,12.9,1657,17.5
2022-07-01,9382,1258,13.4,1703,18.2
2022-07-02,10542,1396,13.2,2055,19.5
2022-07-03,9868,1417,14.4,2008,20.3
2022-07-04,6089,748,12.3,1484,24.4
2022-07-05,17976,1995,11.1,3737,20.8
2022-07-06,19147,2393,12.5,3865,20.2
2022-07-07,18317,2276,12.4,3672,20
2022-07-08,19132,2541,13.3,4048,21.2
2022-07-09,20063,2708,13.5,4569,22.8
2022-07-10,20160,3055,15.2,4553,22.6
2022-07-11,12513,1403,11.2,3363,26.9
2022-07-12,37100,4462,12,9034,24.4
2022-07-13,39868,5000,12.5,9216,23.1
2022-07-14,38858,4934,12.7,8768,22.6
2022-07-15,38621,5263,13.6,9380,24.3
2022-07-16,41023,5994,14.6,10281,25.1
2022-07-17,40037,6046,15.1,10041,25.1
2022-07-18,25980,3004,11.6,8310,32
2022-07-19,73231,9135,12.5,19611,26.8
2022-07-20,75973,10718,14.1,17999,23.7
2022-07-21,70850,9844,13.9,15268,21.5
2022-07-22,68309,10496,15.4,15445,22.6
2022-07-23,68258,11423,16.7,15671,23
2022-07-24,65100,11277,17.3,15258,23.4
2022-07-25,35540,5101,14.4,9372,26.4
2022-07-26,98974,15190,15.3,20505,20.7
2022-07-27,99753,17024,17.1,18825,18.9
2022-07-28,87959,14414,16.4,16748,19
2022-07-29,84881,15565,18.3,15802,18.6
2022-07-30,81605,15901,19.5,14797,18.1
2022-07-31,73248,15194,20.7,12763,17.4
2022-08-01,44253,7708,17.4,9674,21.9
2022-08-02,111221,21431,19.3,17846,16
2022-08-03,119322,24301,20.4,19521,16.4
2022-08-04,107459,21550,20.1,17241,16
2022-08-05,112404,23176,20.6,19640,17.5
2022-08-06,110093,23736,21.6,18994,17.3
2022-08-07,105023,23253,22.1,18077,17.2
2022-08-08,54810,10355,18.9,10299,18.8
2022-08-09,149309,30839,20.7,23188,15.5
2022-08-10,151177,32778,21.7,24250,16
2022-08-11,136719,28892,21.1,23074,16.9
2022-08-12,128250,28904,22.5,21783,17
2022-08-13,124112,29431,23.7,21680,17.5
2022-08-14,119143,29118,24.4,22033,18.5
2022-08-15,61682,12916,20.9,12894,20.9
2022-08-16,83665,16280,19.5,15555,18.6
2022-08-17,180236,39892,22.1,28907,16
2022-08-18,177941,40923,23,31758,17.8
2022-08-19,138347,31940,23.1,24764,17.9
2022-08-20,128919,31253,24.2,24842,19.3
2022-08-21,110548,27936,25.3,20808,18.8
2022-08-22,58640,11992,20.5,13644,23.3
2022-08-23,149754,33245,22.2,30529,20.4
2022-08-24,138883,33379,24,26891,19.4
2022-08-25,113002,26458,23.4,21415,19
2022-08-26,110782,24385,24.2,20397,20.2
2022-08-27,95206,24554,25.8,19953,21
2022-08-28,84932,22129,26.1,17254,20.3
2022-08-29,42782,8578,20.1,10757,25.1
2022-08-30,115258,25886,22.5,25849,22.4
2022-08-31,103503,25585,24.7,20396,19.7
2022-09-01,81273,20033,24.6,14119,17.4
2022-09-02,89269,20923,23.4,20650,23.1
2022-09-03,79423,20079,25.3,17193,21.6
2022-09-04,71903,18747,26.1,15184,21.1
2022-09-05,37262,7658,20.6,9581,25.7
2022-09-06,99564,22367,22.5,22526,22.6
2022-09-07,85197,21508,25.2,17036,20
2022-09-08,72417,18194,25.1,14281,19.7
2022-09-09,69133,19146,27.7,13870,20.1
2022-09-10,42487,11646,27.4,8572,20.2
2022-09-11,27986,7736,27.6,5433,19.4
2022-09-12,36736,8417,22.9,7825,21.3
2022-09-13,57037,11591,20.3,12140,21.3
2022-09-14,93667,21072,22.5,18713,20
2022-09-15,71119,17119,24.1,13420,18.9
2022-09-16,51526,12678,24.6,9374,18.2
2022-09-17,43177,10925,25.3,8312,19.3
2022-09-18,34523,9231,26.7,6568,19
2022-09-19,19118,4090,21.4,4300,22.5
2022-09-20,47594,10620,22.3,9989,21
2022-09-21,40960,10265,25.1,7735,18.9
2022-09-22,32754,7974,24.3,6070,18.5
2022-09-23,28805,7338,25.5,5477,19
2022-09-24,29047,7651,26.3,5822,20
2022-09-25,25541,6752,26.4,4804,18.8
2022-09-26,13948,2938,21.1,3196,22.9
2022-09-27,39117,8922,22.8,7944,20.3
2022-09-28,35780,8783,24.5,6576,18.4
2022-09-29,30629,7548,24.6,5354,17.5
2022-09-30,28221,7325,26,5432,19.2
2022-10-01,26659,7178,26.9,5056,19
2022-10-02,23351,6512,27.9,4294,18.4
2022-10-03,12018,2713,22.6,2635,21.9
2022-10-04,16317,3380,20.7,3430,21
2022-10-05,34670,8421,24.3,6377,18.4
2022-10-06,28566,7545,26.4,4703,16.5
2022-10-07,22244,5845,26.3,3923,17.6
2022-10-08,19372,5564,28.7,3344,17.3
2022-10-09,17593,5041,283.7,2992,17
2022-10-10,8934,2059,23,1884,21.1
2022-10-11,15381,3283,21.3,2925,19
2022-10-12,30465,7317,24,5583,18.3
2022-10-13,26886,6980,26,4651,17.3
2022-10-14,23523,6048,25.7,4028,17.1
2022-10-15,22791,6243,27.4,3974,17.4
2022-10-16,21382,6021,28.2,3653,17.1
2022-10-17,10959,2383,21.7,2255,20.6
2022-10-18,33136,7619,23,6273,18.9
2022-10-19,29421,7799,26.5,5032,17.1
2022-10-20,25329,6658,26.3,4106,16.2
2022-10-21,24691,6715,27.2,4320,17.5
2022-10-22,26858,7366,27.4,4704,17.5
2022-10-23,26189,7280,27.8,4523,17.3
2022-10-24,14246,3042,21.4,3012,21.1
2022-10-25,43670,9975,22.8,8550,19.6
2022-10-26,40743,10724,26.3,7219,17.7
2022-10-27,34926,9060,25.9,5942,17
2022-10-28,35864,9420,26.3,6291,17.5
2022-10-29,37265,10141,27.2,6691,18
2022-10-30,34465,9605,27.9,5916,17.2
