tDate,Man,Female,BetweenAge0_9,BetweenAge10_19,BetweenAge20_29,BetweenAge30_39,BetweenAge40_49,BetweenAge50_59,BetweenAge60_69,BetweenAge70_79,BetweenAge80_89,BetweenAge90_99,BetweenAge100,Man_BetweenAge0_9,Man_BetweenAge10_19,Man_BetweenAge20_29,Man_BetweenAge30_39,Man_BetweenAge40_49,Man_BetweenAge50_59,Man_BetweenAge60_69,Man_BetweenAge70_79,Man_BetweenAge80_89,Man_BetweenAge90_99,Man_BetweenAge100,Female_BetweenAge0_9,Female_BetweenAge10_19,Female_BetweenAge20_29,Female_BetweenAge30_39,Female_BetweenAge40_49,Female_BetweenAge50_59,Female_BetweenAge60_69,Female_BetweenAge70_79,Female_BetweenAge80_89,Female_BetweenAge90_99,Female_BetweenAge100
2020-07-09,28,22,2,4,11,7,11,10,3,1,1,0,0,1,3,7,4,5,6,2,0,0,0,0,1,1,4,3,6,4,1,1,1,0,0
2020-07-10,36,9,3,3,10,9,5,8,3,3,1,0,0,2,3,9,6,5,5,3,2,1,0,0,1,0,1,3,0,3,0,1,0,0,0
2020-07-11,22,13,1,0,8,6,2,8,2,4,4,0,0,1,0,6,4,1,4,1,4,1,0,0,0,0,2,2,1,4,1,0,3,0,0
2020-07-12,32,12,2,6,4,13,5,3,9,1,1,0,0,1,6,3,10,5,1,5,0,1,0,0,1,0,1,3,0,2,4,1,0,0,0
2020-07-13,39,23,3,4,18,15,9,4,5,3,1,0,0,2,4,11,12,4,3,2,1,0,0,0,1,0,7,3,5,1,3,2,1,0,0
2020-07-14,16,17,2,2,6,5,3,6,4,4,1,0,0,2,1,5,2,1,3,2,0,0,0,0,0,1,1,3,2,3,2,4,1,0,0
2020-07-15,33,6,1,1,4,8,9,9,7,0,0,0,0,1,1,3,8,8,7,5,0,0,0,0,0,0,1,0,1,2,2,0,0,0,0
2020-07-16,47,14,6,2,13,15,9,6,6,3,1,0,0,3,2,10,15,8,3,2,3,1,0,0,3,0,3,0,1,3,4,0,0,0,0
2020-07-17,35,25,3,1,9,14,14,8,6,3,2,0,0,0,0,5,9,11,5,3,0,2,0,0,3,1,4,5,3,3,3,3,0,0,0
2020-07-18,23,16,3,4,10,5,9,7,0,1,0,0,0,2,1,7,4,6,3,0,0,0,0,0,1,3,3,1,3,4,0,1,0,0,0
2020-07-19,21,13,3,2,4,9,3,4,6,2,0,1,0,1,1,2,7,2,3,4,1,0,0,0,2,1,2,2,1,1,2,1,0,1,0
2020-07-20,19,7,2,2,8,6,4,2,1,0,1,0,0,0,2,4,5,4,2,1,0,1,0,0,2,0,4,1,0,0,0,0,0,0,0
2020-07-21,25,20,1,1,12,8,3,5,3,8,4,0,0,1,0,8,5,2,2,0,6,1,0,0,0,1,4,3,1,3,3,2,3,0,0
2020-07-22,39,24,0,7,8,8,10,9,11,6,2,2,0,0,5,8,4,8,7,3,3,0,1,0,0,2,0,4,2,2,8,3,2,1,0
2020-07-23,38,21,0,4,19,3,8,12,9,4,0,0,0,0,4,17,3,4,6,0,4,0,0,0,0,0,2,0,4,6,9,0,0,0,0
2020-07-24,23,18,1,1,3,5,6,8,11,4,1,1,0,0,1,3,3,4,5,5,0,1,1,0,1,0,0,2,2,3,6,4,0,0,0
2020-07-25,97,16,1,1,13,38,34,14,8,2,0,2,0,0,0,11,36,30,12,6,2,0,0,0,1,1,2,2,4,2,2,0,0,2,0
2020-07-26,49,9,0,0,4,13,15,18,5,1,2,0,0,0,0,3,11,14,18,2,0,1,0,0,0,0,1,2,1,0,3,1,1,0,0
2020-07-27,13,12,1,1,5,8,3,0,2,4,1,0,0,0,1,2,5,3,0,1,0,1,0,0,1,0,3,3,0,0,1,4,0,0,0
2020-07-28,22,6,2,2,4,4,7,5,3,1,0,0,0,1,1,3,3,6,4,3,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0
2020-07-29,32,16,0,1,6,16,11,5,4,5,0,0,0,0,0,3,13,7,4,4,1,0,0,0,0,1,3,3,4,1,0,4,0,0,0
2020-07-30,13,5,0,0,2,6,4,0,6,0,0,0,0,0,0,1,5,3,0,4,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0
2020-07-31,24,12,1,0,5,13,8,4,3,1,1,0,0,1,0,3,12,6,1,1,0,0,0,0,0,0,2,1,2,3,2,1,1,0,0
2020-08-01,23,8,1,0,0,10,6,8,5,1,0,0,0,1,0,0,8,5,7,2,0,0,0,0,0,0,0,2,1,1,3,1,0,0,0
2020-08-02,21,9,2,0,5,7,8,4,2,1,0,1,0,0,0,4,7,6,3,1,0,0,0,0,2,0,1,0,2,1,1,1,0,1,0
2020-08-03,15,8,2,3,4,2,2,5,4,1,0,0,0,1,0,3,1,2,5,2,1,0,0,0,1,3,1,1,0,0,2,0,0,0,0
2020-08-04,23,11,4,5,6,5,6,4,2,0,1,1,0,2,5,4,4,4,3,1,0,0,0,0,2,0,2,1,2,1,1,0,1,1,0
2020-08-05,23,10,1,3,6,7,4,6,5,1,0,0,0,0,1,5,5,3,5,4,0,0,0,0,1,2,1,2,1,1,1,1,0,0,0
2020-08-06,34,9,0,4,13,3,3,8,9,3,0,0,0,0,2,11,2,3,6,8,2,0,0,0,0,2,2,1,0,2,1,1,0,0,0
2020-08-07,12,8,0,4,3,1,5,2,5,0,0,0,0,0,1,3,1,4,1,2,0,0,0,0,0,3,0,0,1,1,3,0,0,0,0
2020-08-08,23,20,1,1,7,4,4,10,13,3,0,0,0,0,1,2,3,3,5,8,1,0,0,0,1,0,5,1,1,5,5,2,0,0,0
2020-08-09,17,19,4,1,7,5,3,7,7,0,1,1,0,1,0,4,4,1,4,2,0,1,0,0,3,1,3,1,2,3,5,0,0,1,0
2020-08-10,14,14,0,0,4,3,3,4,13,1,0,0,0,0,0,1,3,3,3,4,0,0,0,0,0,0,3,0,0,1,9,1,0,0,0
2020-08-11,20,14,0,0,6,5,4,9,7,3,0,0,0,0,0,3,4,3,7,3,0,0,0,0,0,0,3,1,1,2,4,3,0,0,0
2020-08-12,34,20,1,7,4,11,12,12,2,3,2,0,0,1,5,2,7,6,9,1,3,0,0,0,0,2,2,4,6,3,1,0,2,0,0
2020-08-13,31,25,2,6,11,12,5,10,6,2,2,0,0,2,5,8,5,2,5,2,2,0,0,0,0,1,3,7,3,5,4,0,2,0,0
2020-08-14,51,52,4,10,14,17,16,19,15,6,2,0,0,3,4,9,10,5,9,7,2,2,0,0,1,6,5,7,11,10,8,4,0,0,0
2020-08-15,70,96,4,10,32,20,24,33,29,11,3,0,0,1,6,15,8,10,12,14,4,0,0,0,3,4,17,12,14,21,15,7,3,0,0
2020-08-16,102,177,3,23,39,28,35,58,56,31,5,1,0,0,11,21,16,12,17,11,12,2,0,0,3,12,18,12,23,41,45,19,3,1,0
2020-08-17,75,122,5,13,22,27,23,37,49,14,6,1,0,1,9,8,15,9,13,16,3,0,1,0,4,4,14,12,14,24,33,11,6,0,0
2020-08-18,90,156,5,18,17,27,27,62,66,22,1,1,0,2,12,7,12,12,18,22,5,0,0,0,3,6,10,15,15,44,44,17,1,1,0
2020-08-19,108,189,14,17,28,32,39,58,73,29,7,0,0,7,9,14,12,14,20,17,12,3,0,0,7,8,14,20,25,38,56,17,4,0,0
2020-08-20,134,154,12,35,31,35,32,55,47,30,9,2,0,8,26,14,16,17,21,19,10,3,0,0,4,9,17,19,15,34,28,20,6,2,0
2020-08-21,148,176,6,19,42,40,42,61,74,34,5,1,0,4,12,20,22,24,21,24,19,2,0,0,2,7,22,18,18,40,50,15,3,1,0
2020-08-22,145,187,11,19,55,40,48,66,56,34,3,0,0,5,12,31,20,20,25,17,14,1,0,0,6,7,24,20,28,41,39,20,2,0,0
2020-08-23,157,239,16,35,34,40,62,82,86,27,14,0,0,8,16,14,17,22,29,33,11,7,0,0,8,19,20,23,40,53,53,16,7,0,0
2020-08-24,118,148,9,13,30,35,39,48,52,24,15,1,0,3,7,15,20,20,17,20,9,7,0,0,6,6,15,15,19,31,32,15,8,1,0
2020-08-25,137,143,15,18,42,30,33,53,50,30,9,0,0,6,12,22,16,12,29,20,16,4,0,0,9,6,20,14,21,24,30,14,5,0,0
2020-08-26,145,175,13,13,37,47,42,60,57,34,16,1,0,8,8,18,25,18,21,22,17,8,0,0,5,5,19,22,24,39,35,17,8,1,0
2020-08-27,207,234,9,27,51,49,71,109,65,41,16,3,0,2,16,29,26,36,47,24,21,6,0,0,7,11,22,23,35,62,41,20,10,3,0
2020-08-28,175,196,16,18,32,49,52,71,65,48,16,4,0,9,7,16,25,26,27,29,27,8,1,0,7,11,16,24,26,44,36,21,8,3,0
2020-08-29,141,182,16,18,31,36,47,54,67,36,16,2,0,4,11,12,23,19,15,31,21,5,0,0,12,7,19,13,28,39,36,15,11,2,0
2020-08-30,154,145,10,12,44,39,38,55,72,21,8,0,0,5,9,20,26,15,23,36,15,5,0,0,5,3,24,13,23,32,36,6,3,0,0
2020-08-31,114,134,10,11,43,15,28,49,55,26,8,3,0,4,8,23,4,14,20,21,14,5,1,0,6,3,20,11,14,29,34,12,3,2,0
2020-09-01,114,121,14,17,25,24,24,46,45,30,10,0,0,7,6,16,14,14,17,21,17,2,0,0,7,11,9,10,10,29,24,13,8,0,0
2020-09-02,133,134,10,12,43,25,24,48,51,40,13,1,0,6,7,23,12,13,21,23,22,6,0,0,4,5,20,13,11,27,28,18,7,1,0
2020-09-03,87,108,7,7,22,21,29,36,34,22,15,2,0,1,4,11,10,13,13,16,11,6,2,0,6,3,11,11,16,23,18,11,9,0,0
2020-09-04,94,104,9,7,17,24,27,39,38,22,12,3,0,4,4,8,11,12,17,22,10,6,0,0,5,3,9,13,15,22,16,12,6,3,0
2020-09-05,82,86,3,6,14,19,19,38,42,18,8,1,0,1,3,5,11,8,22,19,9,3,1,0,2,3,9,8,11,16,23,9,5,0,0
2020-09-06,79,88,8,3,19,15,25,35,39,16,6,1,0,6,2,9,10,11,17,16,6,2,0,0,2,1,10,5,14,18,23,10,4,1,0
2020-09-07,66,53,3,5,13,17,16,22,21,20,2,0,0,0,2,9,11,11,11,11,10,1,0,0,3,3,4,6,5,11,10,10,1,0,0
2020-09-08,73,63,5,8,12,17,17,33,27,14,3,0,0,3,6,8,11,9,18,11,6,1,0,0,2,2,4,6,8,15,16,8,2,0,0
2020-09-09,76,80,6,8,8,16,15,29,46,22,6,0,0,4,5,4,9,9,12,17,13,3,0,0,2,3,4,7,6,17,29,9,3,0,0
2020-09-10,76,79,12,4,12,13,17,29,45,12,10,1,0,10,1,7,7,7,10,21,8,4,1,0,2,3,5,6,10,19,24,4,6,0,0
2020-09-11,77,99,3,3,22,19,22,34,40,16,15,2,0,2,2,11,12,12,5,21,7,5,0,0,1,1,11,7,10,29,19,9,10,2,0
2020-09-12,81,55,4,5,16,12,18,34,29,14,4,0,0,2,3,11,10,13,18,14,7,3,0,0,2,2,5,2,5,16,15,7,1,0,0
2020-09-13,63,58,4,3,24,14,11,19,30,12,3,1,0,2,3,16,7,6,7,12,8,2,0,0,2,0,8,7,5,12,18,4,1,1,0
2020-09-14,51,58,2,3,17,11,11,24,26,12,3,0,0,1,2,10,5,6,8,13,4,2,0,0,1,1,7,6,5,16,13,8,1,0,0
2020-09-15,48,58,6,8,8,10,18,18,25,11,2,0,0,3,4,5,3,10,5,11,5,2,0,0,3,4,3,7,8,13,14,6,0,0,0
2020-09-16,67,46,1,3,14,9,17,22,25,18,4,0,0,1,3,8,6,12,6,17,11,3,0,0,0,0,6,3,5,16,8,7,1,0,0
2020-09-17,74,79,5,8,25,11,20,36,27,17,2,2,0,2,3,13,6,12,16,12,8,1,1,0,3,5,12,5,8,20,15,9,1,1,0
2020-09-18,57,69,3,4,16,17,21,24,24,12,5,0,0,2,0,9,9,7,10,11,7,2,0,0,1,4,7,8,14,14,13,5,3,0,0
2020-09-19,45,65,1,5,6,7,9,35,26,15,5,1,0,1,4,2,3,3,14,10,6,2,0,0,0,1,4,4,6,21,16,9,3,1,0
2020-09-20,48,34,1,4,7,10,14,12,17,12,5,0,0,1,3,2,9,9,7,11,3,3,0,0,0,1,5,1,5,5,6,9,2,0,0
2020-09-21,36,34,1,4,18,10,6,13,9,9,0,0,0,0,2,10,7,4,4,5,4,0,0,0,1,2,8,3,2,9,4,5,0,0,0
2020-09-22,37,24,1,2,6,10,10,16,10,5,1,0,0,1,1,5,8,7,8,4,3,0,0,0,0,1,1,2,3,8,6,2,1,0,0
2020-09-23,59,51,4,4,9,10,14,23,19,22,5,0,0,3,4,5,7,8,10,9,12,1,0,0,1,0,4,3,6,13,10,10,4,0,0
2020-09-24,65,60,6,4,15,9,17,29,27,9,6,3,0,4,3,8,7,12,14,9,4,3,1,0,2,1,7,2,5,15,18,5,3,2,0
2020-09-25,54,60,5,3,12,14,15,19,22,14,8,2,0,3,3,8,10,7,5,8,6,4,0,0,2,0,4,4,8,14,14,8,4,2,0
2020-09-26,25,36,1,6,7,7,5,10,16,9,0,0,0,1,4,3,2,1,6,4,4,0,0,0,0,2,4,5,4,4,12,5,0,0,0
2020-09-27,42,53,0,4,14,16,12,19,20,7,2,0,1,0,3,8,9,5,5,8,2,1,0,1,0,1,6,7,7,14,12,5,1,0,0
2020-09-28,26,24,4,4,5,3,5,10,12,3,4,0,0,2,1,3,3,4,5,4,3,1,0,0,2,3,2,0,1,5,8,0,3,0,0
2020-09-29,27,11,2,2,8,7,7,5,4,0,3,0,0,1,0,8,6,6,2,2,0,2,0,0,1,2,0,1,1,3,2,0,1,0,0
2020-09-30,77,36,5,5,8,20,20,26,18,9,2,0,0,4,3,6,13,13,17,15,4,2,0,0,1,2,2,7,7,9,3,5,0,0,0
2020-10-01,42,35,6,4,7,9,14,13,13,7,4,0,0,1,4,5,5,9,9,5,4,0,0,0,5,0,2,4,5,4,8,3,4,0,0
2020-10-02,38,25,3,6,6,10,6,11,13,4,4,0,0,1,5,4,5,5,8,4,3,3,0,0,2,1,2,5,1,3,9,1,1,0,0
2020-10-03,47,28,1,1,6,13,11,11,16,13,2,1,0,1,0,5,8,9,7,11,5,1,0,0,0,1,1,5,2,4,5,8,1,1,0
2020-10-04,40,24,0,4,4,9,13,8,12,8,6,0,0,0,3,4,6,9,4,6,4,4,0,0,0,1,0,3,4,4,6,4,2,0,0
2020-10-05,47,26,0,3,17,9,8,12,14,6,3,1,0,0,3,15,7,5,7,5,3,1,1,0,0,0,2,2,3,5,9,3,2,0,0
2020-10-06,49,26,5,8,26,8,2,11,9,4,2,0,0,3,6,25,3,1,7,3,1,0,0,0,2,2,1,5,1,4,6,3,2,0,0
2020-10-07,53,61,1,2,8,13,10,28,31,16,5,0,0,1,1,5,7,6,10,13,8,2,0,0,0,1,3,6,4,18,18,8,3,0,0
2020-10-08,39,30,6,5,6,7,9,12,11,10,3,0,0,5,4,2,5,6,8,2,4,3,0,0,1,1,4,2,3,4,9,6,0,0,0
2020-10-09,28,26,1,11,8,7,6,5,10,4,1,1,0,1,8,5,4,3,2,2,2,0,1,0,0,3,3,3,3,3,8,2,1,0,0
2020-10-10,40,32,1,3,11,7,6,11,22,7,4,0,0,1,1,5,6,3,8,9,5,2,0,0,0,2,6,1,3,3,13,2,2,0,0
2020-10-11,34,24,4,0,11,14,8,6,6,6,3,0,0,1,0,7,7,6,4,4,3,2,0,0,3,0,4,7,2,2,2,3,1,0,0
2020-10-12,56,42,8,2,19,19,16,12,12,8,2,0,0,5,1,13,12,9,7,5,4,0,0,0,3,1,6,7,7,5,7,4,2,0,0
2020-10-13,53,38,5,7,18,15,17,10,11,7,1,0,0,5,4,13,5,10,8,6,2,0,0,0,0,3,5,10,7,2,5,5,1,0,0
2020-10-14,51,33,4,7,30,11,11,9,8,2,0,2,0,2,4,21,7,10,3,3,0,0,1,0,2,3,9,4,1,6,5,2,0,1,0
2020-10-15,32,78,5,3,16,11,11,8,14,11,24,7,0,3,1,9,6,6,1,3,2,0,1,0,2,2,7,5,5,7,11,9,24,6,0
2020-10-16,21,26,0,2,7,9,10,8,7,2,1,1,0,0,1,3,6,2,5,3,1,0,0,0,0,1,4,3,8,3,4,1,1,1,0
2020-10-17,26,47,2,2,6,15,5,20,17,2,4,0,0,2,0,5,8,1,7,2,1,0,0,0,0,2,1,7,4,13,15,1,4,0,0
2020-10-18,48,43,2,4,12,14,14,21,15,8,1,0,0,1,2,6,10,5,10,11,3,0,0,0,1,2,6,4,9,11,4,5,1,0,0
2020-10-19,36,40,2,3,13,7,15,13,7,7,7,2,0,0,2,9,6,7,8,1,1,2,0,0,2,1,4,1,8,5,6,6,5,2,0
2020-10-20,38,20,3,3,11,7,12,9,9,3,1,0,0,3,2,9,3,6,6,7,1,1,0,0,0,1,2,4,6,3,2,2,0,0,0
2020-10-21,47,42,1,4,12,10,18,15,14,5,8,2,0,1,3,7,9,11,6,7,3,0,0,0,0,1,5,1,7,9,7,2,8,2,0
2020-10-22,60,61,2,2,18,12,18,24,26,11,6,2,0,0,1,14,7,9,13,11,5,0,0,0,2,1,4,5,9,11,15,6,6,2,0
2020-10-23,73,82,2,11,10,18,21,26,26,13,21,7,0,1,8,8,10,13,9,8,5,8,3,0,1,3,2,8,8,17,18,8,13,4,0
2020-10-24,41,36,7,7,12,4,9,14,14,5,4,1,0,2,3,8,3,5,5,10,4,1,0,0,5,4,4,1,4,9,4,1,3,1,0
2020-10-25,26,35,5,7,10,8,11,9,6,1,2,2,0,0,0,5,5,5,7,3,1,0,0,0,5,7,5,3,6,2,3,0,2,2,0
2020-10-26,51,68,6,5,21,25,22,22,11,3,3,0,1,1,3,8,10,9,13,4,1,1,0,1,5,2,13,15,13,9,7,2,2,0,0
2020-10-27,41,47,2,7,12,9,14,23,13,4,1,3,0,1,2,8,6,7,8,7,2,0,0,0,1,5,4,3,7,15,6,2,1,3,0
2020-10-28,46,57,4,6,20,15,17,20,9,7,5,0,0,3,3,9,6,8,8,5,3,1,0,0,1,3,11,9,9,12,4,4,4,0,0
2020-10-29,68,57,11,8,13,23,14,18,24,10,4,0,0,7,6,10,13,10,9,5,5,3,0,0,4,2,3,10,4,9,19,5,1,0,0
2020-10-30,54,59,8,9,16,16,19,16,19,6,4,0,0,5,4,10,10,11,5,6,2,1,0,0,3,5,6,6,8,11,13,4,3,0,0
2020-10-31,63,64,7,5,21,22,18,26,8,10,10,0,0,4,3,14,9,11,12,4,4,2,0,0,3,2,7,13,7,14,4,6,8,0,0
2020-11-01,60,64,5,14,24,19,25,13,15,6,2,1,0,1,5,12,7,17,5,9,4,0,0,0,4,9,12,12,8,8,6,2,2,1,0
2020-11-02,48,49,7,9,9,13,19,10,18,8,4,0,0,4,6,5,8,9,6,4,3,3,0,0,3,3,4,5,10,4,14,5,1,0,0
2020-11-03,43,32,3,5,17,13,6,14,12,4,1,0,0,3,2,11,10,5,8,1,3,0,0,0,0,3,6,3,1,6,11,1,1,0,0
2020-11-04,60,57,2,3,18,25,11,20,23,10,5,0,0,2,2,9,16,7,10,10,3,1,0,0,0,1,9,9,4,10,13,7,4,0,0
2020-11-05,63,62,1,8,21,20,23,29,15,6,2,0,0,1,3,8,11,10,17,9,3,1,0,0,0,5,13,9,13,12,6,3,1,0,0
2020-11-06,74,71,9,7,24,24,26,28,13,9,4,1,0,2,5,12,14,16,11,8,3,2,1,0,7,2,12,10,10,17,5,6,2,0,0
2020-11-07,50,39,1,5,10,15,21,9,13,11,4,0,0,0,2,9,11,15,4,5,3,1,0,0,1,3,1,4,6,5,8,8,3,0,0
2020-11-08,76,67,3,4,9,26,22,22,24,24,5,4,0,1,3,5,18,12,15,6,13,2,1,0,2,1,4,8,10,7,18,11,3,3,0
2020-11-09,57,69,3,6,15,25,19,19,15,15,6,3,0,1,2,10,11,10,8,7,4,3,1,0,2,4,5,14,9,11,8,11,3,2,0
2020-11-10,56,44,3,9,21,13,11,14,15,9,4,1,0,3,5,13,11,7,5,7,4,1,0,0,0,4,8,2,4,9,8,5,3,1,0
2020-11-11,67,78,6,5,20,18,12,20,30,19,9,5,1,1,1,13,14,9,10,12,3,3,0,1,5,4,7,4,3,10,18,16,6,5,0
2020-11-12,77,66,6,13,26,23,22,25,15,9,3,1,0,4,9,13,13,14,11,4,7,2,0,0,2,4,13,10,8,14,11,2,1,1,0
2020-11-13,91,100,7,9,28,19,24,41,28,17,15,3,0,5,6,13,10,12,20,15,7,3,0,0,2,3,15,9,12,21,13,10,12,3,0
2020-11-14,105,100,12,14,36,32,29,36,32,7,7,0,0,6,10,21,16,18,14,16,3,1,0,0,6,4,15,16,11,22,16,4,6,0,0
2020-11-15,100,108,8,13,26,27,27,49,40,13,4,1,0,3,4,11,15,14,24,20,8,1,0,0,5,9,15,12,13,25,20,5,3,1,0
2020-11-16,117,105,5,12,37,27,29,40,53,15,4,0,0,4,4,23,22,17,19,22,4,2,0,0,1,8,14,5,12,21,31,11,2,0,0
2020-11-17,118,112,11,12,37,26,36,44,38,18,5,3,0,7,7,20,16,19,20,17,10,2,0,0,4,5,17,10,17,24,21,8,3,3,0
2020-11-18,158,127,4,16,44,38,51,51,40,20,13,7,1,2,11,28,22,30,28,20,7,9,1,0,2,5,16,16,21,23,20,13,4,6,1
2020-11-19,164,161,23,43,46,36,52,53,44,17,8,3,0,11,28,30,20,21,28,18,5,3,0,0,12,15,16,16,31,25,26,12,5,3,0
2020-11-20,177,171,11,35,63,48,53,55,44,28,10,1,0,6,18,40,25,31,25,17,14,1,0,0,5,17,23,23,22,30,27,14,9,1,0
2020-11-21,210,176,15,36,108,49,56,56,37,23,6,0,0,8,20,64,30,23,32,16,15,2,0,0,7,16,44,19,33,24,21,8,4,0,0
2020-11-22,173,157,17,20,65,47,64,56,32,18,9,2,0,7,12,36,27,32,29,13,14,3,0,0,10,8,29,20,32,27,19,4,6,2,0
2020-11-23,128,143,23,21,41,41,49,50,20,17,7,2,0,14,6,17,23,24,26,6,9,3,0,0,9,15,24,18,25,24,14,8,4,2,0
2020-11-24,190,159,16,17,66,53,60,62,43,25,5,2,0,6,7,52,30,35,33,18,8,1,0,0,10,10,14,23,25,29,25,17,4,2,0
2020-11-25,206,176,11,31,52,61,75,72,46,24,9,1,0,5,19,23,38,44,37,19,16,5,0,0,6,12,29,23,31,35,27,8,4,1,0
2020-11-26,294,287,21,57,125,81,93,95,72,28,8,1,0,9,38,93,34,33,45,27,12,2,1,0,12,19,32,47,60,50,45,16,6,0,0
2020-11-27,299,256,21,40,81,80,96,116,68,27,19,7,0,12,23,51,38,45,58,39,22,9,2,0,9,17,30,42,51,58,29,5,10,5,0
2020-11-28,262,241,13,38,74,77,95,78,82,30,13,3,0,10,19,43,39,57,31,40,16,6,1,0,3,19,31,38,38,47,42,14,7,2,0
2020-11-29,233,217,18,36,93,66,69,83,46,26,11,2,0,10,18,61,30,30,37,25,17,5,0,0,8,18,32,36,39,46,21,9,6,2,0
2020-11-30,213,225,16,54,60,54,58,87,59,24,22,4,0,13,34,32,30,30,43,19,9,3,0,0,3,20,28,24,28,44,40,15,19,4,0
2020-12-01,233,218,15,47,81,67,63,94,43,27,13,0,1,11,26,50,38,30,43,16,18,1,0,0,4,21,31,29,33,51,27,9,12,0,1
2020-12-02,262,249,19,43,85,89,79,98,57,23,17,1,0,12,26,44,43,34,47,34,9,12,1,0,7,17,41,46,45,51,23,14,5,0,0
2020-12-03,273,267,31,41,104,68,93,95,75,27,4,2,0,16,20,59,37,44,46,35,13,1,2,0,15,21,45,31,49,49,40,14,3,0,0
2020-12-04,287,341,25,46,101,80,89,119,93,43,27,5,0,14,20,58,42,50,39,37,17,10,0,0,11,26,43,38,39,80,56,26,17,5,0
2020-12-05,282,295,23,52,98,65,77,92,89,50,25,6,0,12,27,56,34,34,41,46,23,8,1,0,11,25,42,31,43,51,43,27,17,5,0
2020-12-06,339,292,22,30,72,90,73,123,111,68,36,6,0,12,20,43,57,42,56,53,40,13,3,0,10,10,29,33,31,67,58,28,23,3,0
2020-12-07,296,319,14,31,84,75,73,139,100,59,29,11,0,7,16,38,47,36,63,48,33,6,2,0,7,15,46,28,37,76,52,26,23,9,0
2020-12-08,271,316,20,35,72,71,81,111,89,55,39,13,1,14,24,37,34,36,46,45,23,11,1,0,6,11,35,37,45,65,44,32,28,12,1
2020-12-09,335,335,24,39,67,95,96,121,124,72,25,7,0,15,27,34,45,41,55,63,45,8,2,0,9,12,33,50,55,66,61,27,17,5,0
2020-12-10,351,329,37,53,80,111,92,110,114,53,22,8,0,24,31,43,55,52,58,55,24,7,2,0,13,22,37,56,40,52,59,29,15,6,0
2020-12-11,336,353,35,44,83,82,102,123,102,63,42,12,1,22,31,45,34,54,62,39,27,19,3,0,13,13,38,48,48,61,63,36,23,9,1
2020-12-12,436,514,52,86,97,113,143,174,148,69,51,15,2,28,52,47,54,60,76,63,32,21,3,0,24,34,50,59,83,98,85,37,30,12,2
2020-12-13,483,547,36,74,110,109,150,192,183,105,63,7,1,15,45,59,50,63,89,87,55,20,0,0,21,29,51,59,87,103,96,50,43,7,1
2020-12-14,331,387,31,54,99,75,119,138,107,49,32,13,1,12,29,44,43,57,62,48,22,14,0,0,19,25,55,32,62,76,59,27,18,13,1
2020-12-15,415,465,40,54,100,112,125,151,133,79,66,19,1,22,31,55,55,56,67,70,39,15,5,0,18,23,45,57,69,84,63,40,51,14,1
2020-12-16,556,522,45,69,153,104,142,215,191,91,48,19,1,23,48,97,52,72,101,95,46,18,4,0,22,21,56,52,70,114,96,45,30,15,1
2020-12-17,473,541,56,55,107,124,141,214,173,85,51,7,1,31,31,55,51,58,108,81,38,18,2,0,25,24,52,73,83,106,92,47,33,5,1
2020-12-18,483,581,40,66,123,131,134,227,186,91,51,15,0,20,37,62,69,65,84,85,44,14,3,0,20,29,61,62,69,143,101,47,37,12,0
2020-12-19,470,575,33,65,132,111,153,217,176,81,56,18,3,22,37,68,53,62,84,84,45,12,3,0,11,28,64,58,91,133,92,36,44,15,3
2020-12-20,626,471,47,71,137,142,153,233,188,79,39,7,1,28,40,77,101,92,140,91,39,14,3,1,19,31,60,41,61,93,97,40,25,4,0
2020-12-21,459,465,46,45,97,116,124,195,160,87,47,7,0,33,24,48,55,66,90,85,41,17,0,0,13,21,49,61,58,105,75,46,30,7,0
2020-12-22,421,445,31,56,104,104,124,179,131,86,43,8,0,14,27,66,55,67,78,54,40,19,1,0,17,29,38,49,57,101,77,46,24,7,0
2020-12-23,528,562,46,62,102,124,143,246,189,96,63,19,0,26,35,49,68,75,117,94,44,15,5,0,20,27,53,56,68,129,95,52,48,14,0
2020-12-24,485,500,36,69,128,136,133,183,171,75,47,7,0,19,43,75,82,65,76,73,39,12,1,0,17,26,53,54,68,107,98,36,35,6,0
2020-12-25,771,469,47,66,158,169,197,239,214,86,49,15,0,31,40,102,111,134,158,129,46,16,4,0,16,26,56,58,63,81,85,40,33,11,0
2020-12-26,565,566,47,80,128,148,178,209,171,89,67,14,0,23,55,61,92,85,102,80,46,19,2,0,24,25,67,56,93,107,91,43,48,12,0
2020-12-27,472,498,36,61,111,131,159,191,179,61,36,5,0,19,37,60,75,76,83,87,21,12,2,0,17,24,51,56,83,108,92,40,24,3,0
2020-12-28,395,411,35,50,76,113,120,172,129,62,43,6,0,21,27,40,69,61,76,57,29,14,1,0,14,23,36,44,59,96,72,33,29,5,0
2020-12-29,618,426,41,52,145,147,172,190,184,75,29,9,0,16,25,95,100,114,117,105,38,8,0,0,25,27,50,47,58,73,79,37,21,9,0
2020-12-30,522,528,39,57,116,112,163,198,204,92,57,11,1,16,29,71,61,88,103,95,41,18,0,0,23,28,45,51,75,95,109,51,39,11,1
2020-12-31,505,462,49,67,93,132,134,186,174,67,49,15,1,26,33,48,83,75,93,84,42,18,3,0,23,34,45,49,59,93,90,25,31,12,1
