tDate,Country,Province,Confirmed,Deaths,AccConfirmed,AccDeaths
2020-03-30,United States,Georgia,0,0,0,0
2020-03-30,United States,Georgia,1,0,24,0
2020-03-30,United States,Georgia,1,1,7,1
2020-03-30,United States,Georgia,1,0,6,1
2020-03-30,United States,Georgia,0,0,2,0
2020-03-30,United States,Georgia,0,0,2,0
2020-03-30,United States,Georgia,2,0,12,0
2020-03-30,United States,Georgia,0,0,3,0
2020-03-30,United States,Georgia,0,0,0,0
2020-03-30,United States,Georgia,0,0,0,0
2020-03-30,United States,Georgia,0,0,0,0
2020-03-30,United States,Georgia,0,0,3,0
2020-03-30,United States,Georgia,1,0,13,0
2020-03-30,United States,Georgia,0,0,18,1
2020-03-30,United States,Georgia,1,0,1,0
2020-03-30,United States,Georgia,0,0,0,0
2020-03-30,United States,Georgia,2,0,5,0
2020-03-30,United States,Georgia,0,0,12,0
2020-03-30,United States,Georgia,0,0,3,0
2020-03-30,United States,Georgia,0,0,0,0
2020-03-30,United States,Georgia,1,0,16,1
2020-03-30,United States,Georgia,0,0,0,0
2020-03-30,United States,Georgia,0,0,0,0
2020-03-30,United States,Georgia,0,0,2,0
2020-03-30,United States,Georgia,0,0,1,0
2020-03-30,United States,Georgia,0,0,0,0
2020-03-30,United States,Georgia,2,0,12,2
2020-03-30,United States,Georgia,0,0,7,0
2020-03-30,United States,Georgia,6,0,19,0
2020-03-30,United States,Georgia,1,0,2,0
2020-03-30,United States,Georgia,0,0,0,0
2020-03-30,United States,Georgia,0,0,0,0
2020-03-30,United States,Georgia,2,0,11,1
2020-03-30,United States,Georgia,1,0,3,0
2020-03-30,United States,Georgia,0,0,2,0
2020-03-30,United States,Georgia,-98,-1,164,1
2020-03-30,United States,Georgia,0,0,0,0
2020-03-30,United States,Georgia,0,0,5,0
2020-03-30,United States,Georgia,0,0,0,0
2020-03-30,United States,Georgia,-1,0,4,0
2020-03-30,United States,Georgia,0,0,5,0
2020-03-30,United States,Georgia,1,0,1,0
2020-03-30,United States,Georgia,0,0,2,0
2020-03-30,United States,Georgia,0,0,0,0
2020-03-30,United States,Georgia,0,0,0,0
2020-03-30,United States,Georgia,0,0,1,0
2020-03-30,United States,Georgia,0,0,1,0
2020-03-30,United States,Georgia,-1,2,7,2
2020-03-30,United States,Georgia,0,0,0,0
2020-03-30,United States,Georgia,0,0,1,0
2020-03-30,United States,Georgia,0,0,0,0
2020-03-30,United States,Georgia,1,0,11,1
2020-03-30,United States,Grand Princess,0,0,103,3
2020-03-30,United States,Guam,2,0,58,1
2020-03-30,United States,Hawaii,2,0,12,0
2020-03-30,United States,Hawaii,15,0,123,0
2020-03-30,United States,Hawaii,0,0,0,0
2020-03-30,United States,Hawaii,1,0,12,0
2020-03-30,United States,Hawaii,4,0,20,0
2020-03-30,United States,Hawaii,4,0,8,0
2020-03-30,United States,Idaho,21,1,113,2
2020-03-30,United States,Idaho,0,0,0,0
2020-03-30,United States,Idaho,0,0,3,0
2020-03-30,United States,Idaho,0,0,0,0
2020-03-30,United States,Idaho,0,0,0,0
2020-03-30,United States,Idaho,0,0,1,0
2020-03-30,United States,Idaho,16,0,130,2
2020-03-30,United States,Idaho,0,0,0,0
2020-03-30,United States,Idaho,0,0,1,0
2020-03-30,United States,Idaho,1,0,2,0
2020-03-30,United States,Idaho,0,0,0,0
2020-03-30,United States,Idaho,0,0,0,0
2020-03-30,United States,Idaho,0,0,0,0
2020-03-30,United States,Idaho,18,0,40,1
2020-03-30,United States,Idaho,0,0,0,0
2020-03-30,United States,Idaho,0,0,1,0
2020-03-30,United States,Idaho,0,0,0,0
2020-03-30,United States,Idaho,0,0,0,0
2020-03-30,United States,Idaho,0,0,1,0
2020-03-30,United States,Idaho,0,0,0,0
2020-03-30,United States,Idaho,0,0,0,0
2020-03-30,United States,Idaho,0,0,1,0
2020-03-30,United States,Idaho,2,0,3,0
2020-03-30,United States,Idaho,0,0,0,0
2020-03-30,United States,Idaho,0,0,1,0
2020-03-30,United States,Idaho,0,0,2,0
2020-03-30,United States,Idaho,0,0,0,0
2020-03-30,United States,Idaho,0,0,26,0
2020-03-30,United States,Idaho,0,0,0,0
2020-03-30,United States,Idaho,0,0,0,0
2020-03-30,United States,Idaho,0,0,0,0
2020-03-30,United States,Idaho,0,0,1,0
2020-03-30,United States,Idaho,0,0,2,0
2020-03-30,United States,Idaho,0,0,0,0
2020-03-30,United States,Idaho,0,0,4,1
2020-03-30,United States,Idaho,0,0,0,0
2020-03-30,United States,Idaho,0,0,1,0
2020-03-30,United States,Idaho,0,0,1,0
2020-03-30,United States,Idaho,0,0,0,0
2020-03-30,United States,Idaho,0,0,0,0
2020-03-30,United States,Idaho,0,0,2,0
2020-03-30,United States,Idaho,1,0,3,0
2020-03-30,United States,Idaho,0,0,1,0
2020-03-30,United States,Idaho,0,0,0,0
2020-03-30,United States,Illinois,0,0,2,0
2020-03-30,United States,Illinois,0,0,0,0
2020-03-30,United States,Illinois,0,0,1,0
2020-03-30,United States,Illinois,0,0,0,0
2020-03-30,United States,Illinois,0,0,0,0
2020-03-30,United States,Illinois,0,0,1,0
2020-03-30,United States,Illinois,0,0,0,0
2020-03-30,United States,Illinois,0,0,1,0
2020-03-30,United States,Illinois,0,0,0,0
2020-03-30,United States,Illinois,2,0,23,0
2020-03-30,United States,Illinois,6,0,12,0
2020-03-30,United States,Illinois,1,0,1,0
2020-03-30,United States,Illinois,0,0,0,0
2020-03-30,United States,Illinois,0,0,6,0
2020-03-30,United States,Illinois,0,0,0,0
2020-03-30,United States,Illinois,282,4,3727,44
2020-03-30,United States,Illinois,1,0,1,0
2020-03-30,United States,Illinois,0,0,1,0
2020-03-30,United States,Illinois,0,0,0,0
2020-03-30,United States,Illinois,-4,0,4,0
2020-03-30,United States,Illinois,0,0,1,0
2020-03-30,United States,Illinois,46,1,320,8
2020-03-30,United States,Illinois,0,0,0,0
2020-03-30,United States,Illinois,0,0,0,0
2020-03-30,United States,Illinois,0,0,0,0
2020-03-30,United States,Illinois,0,0,1,0
2020-03-30,United States,Illinois,0,0,0,0
2020-03-30,United States,Illinois,-1,0,1,0
2020-03-30,United States,Illinois,0,0,0,0
2020-03-30,United States,Illinois,0,0,0,0
2020-03-30,United States,Illinois,0,0,0,0
2020-03-30,United States,Illinois,0,0,3,0
2020-03-30,United States,Illinois,0,0,0,0
2020-03-30,United States,Illinois,0,0,0,0
2020-03-30,United States,Illinois,0,0,0,0
2020-03-30,United States,Illinois,0,0,0,0
2020-03-30,United States,Illinois,0,0,2,0
2020-03-30,United States,Illinois,-1,0,1,0
2020-03-30,United States,Illinois,0,0,3,0
2020-03-30,United States,Illinois,0,0,0,0
2020-03-30,United States,Illinois,0,0,0,0
2020-03-30,United States,Illinois,0,0,0,0
2020-03-30,United States,Illinois,0,0,1,0
2020-03-30,United States,Illinois,0,0,0,0
2020-03-30,United States,Illinois,13,0,113,6
2020-03-30,United States,Illinois,0,0,33,0
2020-03-30,United States,Illinois,3,1,18,2
2020-03-30,United States,Illinois,0,0,1,0
2020-03-30,United States,Illinois,43,0,343,1
2020-03-30,United States,Illinois,1,0,5,1
2020-03-30,United States,Illinois,0,0,0,0
2020-03-30,United States,Illinois,0,0,0,0
2020-03-30,United States,Illinois,0,0,2,0
2020-03-30,United States,Illinois,0,0,0,0
2020-03-30,United States,Illinois,0,0,2,0
2020-03-30,United States,Illinois,0,0,0,0
2020-03-30,United States,Illinois,1,0,13,0
2020-03-30,United States,Illinois,2,0,2,0
2020-03-30,United States,Illinois,0,0,1,0
2020-03-30,United States,Illinois,0,0,0,0
2020-03-30,United States,Illinois,0,0,0,0
2020-03-30,United States,Illinois,0,0,0,0
2020-03-30,United States,Illinois,0,0,52,2
2020-03-30,United States,Illinois,3,0,17,1
2020-03-30,United States,Illinois,0,0,1,0
2020-03-30,United States,Illinois,0,0,0,0
2020-03-30,United States,Illinois,0,0,3,0
2020-03-30,United States,Illinois,0,0,1,0
2020-03-30,United States,Illinois,1,0,4,0
2020-03-30,United States,Illinois,0,0,0,0
2020-03-30,United States,Illinois,0,0,0,0
2020-03-30,United States,Illinois,0,0,8,0
2020-03-30,United States,Illinois,0,0,0,0
2020-03-30,United States,Illinois,0,0,0,0
2020-03-30,United States,Illinois,0,0,0,0
2020-03-30,United States,Illinois,0,0,0,0
2020-03-30,United States,Illinois,0,0,0,0
2020-03-30,United States,Illinois,0,0,0,0
2020-03-30,United States,Illinois,2,0,2,0
2020-03-30,United States,Illinois,0,0,0,0
2020-03-30,United States,Illinois,3,0,8,0
2020-03-30,United States,Illinois,1,0,1,0
2020-03-30,United States,Illinois,3,0,12,1
2020-03-30,United States,Illinois,0,0,0,0
2020-03-30,United States,Illinois,0,0,0,0
2020-03-30,United States,Illinois,0,0,0,0
2020-03-30,United States,Illinois,5,0,36,2
2020-03-30,United States,Illinois,0,0,0,0
2020-03-30,United States,Illinois,0,0,3,0
2020-03-30,United States,Illinois,0,0,4,0
2020-03-30,United States,Illinois,5,0,13,0
2020-03-30,United States,Illinois,0,0,0,0
2020-03-30,United States,Illinois,0,0,0,0
2020-03-30,United States,Illinois,0,0,0,0
2020-03-30,United States,Illinois,0,0,0,0
2020-03-30,United States,Illinois,0,0,1,0
2020-03-30,United States,Illinois,0,0,0,0
2020-03-30,United States,Illinois,0,0,0,0
2020-03-30,United States,Illinois,1,0,4,0
2020-03-30,United States,Illinois,41,1,223,5
2020-03-30,United States,Illinois,0,0,1,0
2020-03-30,United States,Illinois,1,0,13,0
2020-03-30,United States,Illinois,-1,0,3,0
2020-03-30,United States,Indiana,0,0,1,0
2020-03-30,United States,Indiana,2,0,28,1
2020-03-30,United States,Indiana,0,0,10,0
2020-03-30,United States,Indiana,0,0,0,0
2020-03-30,United States,Indiana,0,0,0,0
2020-03-30,United States,Indiana,7,0,20,0
2020-03-30,United States,Indiana,0,0,3,0
2020-03-30,United States,Indiana,1,0,2,0
2020-03-30,United States,Indiana,1,0,1,0
2020-03-30,United States,Indiana,7,0,27,0
2020-03-30,United States,Indiana,0,0,1,0
2020-03-30,United States,Indiana,0,0,1,0
2020-03-30,United States,Indiana,0,0,1,0
2020-03-30,United States,Indiana,0,0,0,0
2020-03-30,United States,Indiana,0,0,10,1
2020-03-30,United States,Indiana,2,0,42,0
2020-03-30,United States,Indiana,0,0,1,0
2020-03-30,United States,Indiana,1,0,15,1
2020-03-30,United States,Indiana,0,0,2,0
2020-03-30,United States,Indiana,0,0,12,0
2020-03-30,United States,Indiana,3,0,8,1
2020-03-30,United States,Indiana,6,0,20,0
2020-03-30,United States,Indiana,0,0,1,0
2020-03-30,United States,Indiana,2,2,28,4
2020-03-30,United States,Indiana,0,0,1,0
2020-03-30,United States,Indiana,0,0,4,0
2020-03-30,United States,Indiana,0,0,7,0
2020-03-30,United States,Indiana,0,0,1,0
2020-03-30,United States,Indiana,23,0,106,0
2020-03-30,United States,Indiana,6,0,28,1
2020-03-30,United States,Indiana,1,0,15,0
2020-03-30,United States,Indiana,10,-1,58,1
2020-03-30,United States,Indiana,0,0,2,0
2020-03-30,United States,Indiana,2,0,14,1
2020-03-30,United States,Indiana,1,0,2,0
2020-03-30,United States,Indiana,1,0,8,0
2020-03-30,United States,Indiana,0,0,6,1
2020-03-30,United States,Indiana,0,0,0,0
2020-03-30,United States,Indiana,0,0,0,0
2020-03-30,United States,Indiana,1,0,14,0
2020-03-30,United States,Indiana,10,0,81,3
2020-03-30,United States,Indiana,0,0,2,0
2020-03-30,United States,Indiana,1,0,4,0
2020-03-30,United States,Indiana,0,0,2,0
2020-03-30,United States,Indiana,12,0,97,1
2020-03-30,United States,Indiana,0,0,6,0
2020-03-30,United States,Indiana,1,0,9,0
2020-03-30,United States,Indiana,11,0,29,1
2020-03-30,United States,Indiana,128,2,804,12
2020-03-30,United States,Indiana,0,0,3,0
2020-03-30,United States,Indiana,0,0,0,0
2020-03-30,United States,Indiana,2,0,3,0
2020-03-30,United States,Indiana,4,0,26,0
2020-03-30,United States,Indiana,1,0,6,0
2020-03-30,United States,Indiana,3,0,23,1
2020-03-30,United States,Indiana,0,0,1,0
2020-03-30,United States,Indiana,0,0,2,0
2020-03-30,United States,Indiana,0,0,1,0
2020-03-30,United States,Indiana,1,0,2,0
2020-03-30,United States,Indiana,1,0,10,0
2020-03-30,United States,Indiana,0,0,0,0
2020-03-30,United States,Indiana,0,0,0,0
2020-03-30,United States,Indiana,0,0,0,0
2020-03-30,United States,Indiana,1,0,15,0
2020-03-30,United States,Indiana,0,0,3,0
2020-03-30,United States,Indiana,0,0,0,0
2020-03-30,United States,Indiana,2,0,7,1
2020-03-30,United States,Indiana,0,0,1,0
2020-03-30,United States,Indiana,6,0,25,0
2020-03-30,United States,Indiana,2,0,4,0
2020-03-30,United States,Indiana,0,0,1,1
2020-03-30,United States,Indiana,1,0,13,0
2020-03-30,United States,Indiana,0,0,0,0
2020-03-30,United States,Indiana,4,0,36,1
2020-03-30,United States,Indiana,0,0,1,0
2020-03-30,United States,Indiana,0,0,1,0
2020-03-30,United States,Indiana,0,0,1,0
2020-03-30,United States,Indiana,0,0,3,0
2020-03-30,United States,Indiana,3,0,14,1
2020-03-30,United States,Indiana,0,0,4,0
2020-03-30,United States,Indiana,0,0,0,0
2020-03-30,United States,Indiana,0,0,17,0
2020-03-30,United States,Indiana,0,0,0,0
2020-03-30,United States,Indiana,0,0,7,1
2020-03-30,United States,Indiana,0,0,1,0
2020-03-30,United States,Indiana,0,0,2,0
2020-03-30,United States,Indiana,0,0,8,0
2020-03-30,United States,Indiana,1,0,6,0
2020-03-30,United States,Indiana,0,0,1,0
2020-03-30,United States,Indiana,0,0,1,0
2020-03-30,United States,Indiana,1,0,2,0
2020-03-30,United States,Indiana,0,0,1,0
2020-03-30,United States,Iowa,0,0,1,0
2020-03-30,United States,Iowa,0,0,0,0
2020-03-30,United States,Iowa,0,0,7,1
2020-03-30,United States,Iowa,0,0,1,0
2020-03-30,United States,Iowa,1,0,1,0
2020-03-30,United States,Iowa,3,0,7,0
2020-03-30,United States,Iowa,0,0,6,0
2020-03-30,United States,Iowa,0,0,1,0
2020-03-30,United States,Iowa,0,0,0,0
2020-03-30,United States,Iowa,0,0,2,0
2020-03-30,United States,Iowa,0,0,0,0
2020-03-30,United States,Iowa,0,0,1,0
2020-03-30,United States,Iowa,0,0,0,0
2020-03-30,United States,Iowa,0,0,1,0
2020-03-30,United States,Iowa,0,0,0,0
2020-03-30,United States,Iowa,1,0,8,0
2020-03-30,United States,Iowa,1,0,7,0
2020-03-30,United States,Iowa,0,0,0,0
2020-03-30,United States,Iowa,0,0,0,0
2020-03-30,United States,Iowa,0,0,0,0
2020-03-30,United States,Iowa,0,0,0,0
2020-03-30,United States,Iowa,0,0,1,0
2020-03-30,United States,Iowa,1,0,2,0
2020-03-30,United States,Iowa,1,0,1,0
2020-03-30,United States,Iowa,4,0,21,0
2020-03-30,United States,Iowa,0,0,0,0
2020-03-30,United States,Iowa,0,0,0,0
2020-03-30,United States,Iowa,0,0,0,0
2020-03-30,United States,Iowa,0,0,1,0
2020-03-30,United States,Iowa,0,0,1,0
2020-03-30,United States,Iowa,5,0,21,1
2020-03-30,United States,Iowa,0,0,0,0
2020-03-30,United States,Iowa,0,0,2,0
2020-03-30,United States,Iowa,0,0,0,0
2020-03-30,United States,Iowa,0,0,0,0
2020-03-30,United States,Iowa,0,0,0,0
2020-03-30,United States,Iowa,0,0,0,0
2020-03-30,United States,Iowa,0,0,0,0
2020-03-30,United States,Iowa,1,0,1,0
2020-03-30,United States,Iowa,0,0,0,0
2020-03-30,United States,Iowa,0,0,3,0
2020-03-30,United States,Iowa,0,0,1,0
2020-03-30,United States,Iowa,0,0,8,0
2020-03-30,United States,Iowa,0,0,3,0
2020-03-30,United States,Iowa,0,0,0,0
2020-03-30,United States,Iowa,0,0,0,0
2020-03-30,United States,Iowa,0,0,0,0
2020-03-30,United States,Iowa,1,0,3,0
2020-03-30,United States,Iowa,1,0,1,0
2020-03-30,United States,Iowa,1,0,5,0
2020-03-30,United States,Iowa,0,0,0,0
2020-03-30,United States,Iowa,5,0,70,0
2020-03-30,United States,Iowa,1,0,1,0
2020-03-30,United States,Iowa,0,0,1,0
2020-03-30,United States,Iowa,0,0,1,0
2020-03-30,United States,Iowa,0,0,0,0
2020-03-30,United States,Iowa,29,1,71,2
2020-03-30,United States,Iowa,0,0,0,0
2020-03-30,United States,Iowa,0,0,0,0
2020-03-30,United States,Iowa,0,0,0,0
2020-03-30,United States,Iowa,0,0,0,0
2020-03-30,United States,Iowa,0,0,2,0
2020-03-30,United States,Iowa,0,0,0,0
2020-03-30,United States,Iowa,0,0,6,0
2020-03-30,United States,Iowa,0,0,0,0
2020-03-30,United States,Iowa,0,0,0,0
2020-03-30,United States,Iowa,3,0,5,0
2020-03-30,United States,Iowa,0,0,0,0
2020-03-30,United States,Iowa,0,0,1,0
2020-03-30,United States,Iowa,3,0,13,0
2020-03-30,United States,Iowa,0,0,0,0
2020-03-30,United States,Iowa,0,0,0,0
2020-03-30,United States,Iowa,0,0,2,0
2020-03-30,United States,Iowa,0,0,0,0
2020-03-30,United States,Iowa,0,0,0,0
2020-03-30,United States,Iowa,0,0,0,0
2020-03-30,United States,Iowa,11,0,61,0
2020-03-30,United States,Iowa,0,0,3,0
2020-03-30,United States,Iowa,0,0,5,1
2020-03-30,United States,Iowa,0,0,0,0
2020-03-30,United States,Iowa,0,0,0,0
2020-03-30,United States,Iowa,6,0,16,0
2020-03-30,United States,Iowa,2,0,3,0
2020-03-30,United States,Iowa,0,0,2,0
2020-03-30,United States,Iowa,0,0,2,0
2020-03-30,United States,Iowa,1,0,10,0
2020-03-30,United States,Iowa,0,0,1,0
2020-03-30,United States,Iowa,0,0,0,0
2020-03-30,United States,Iowa,1,0,1,0
2020-03-30,United States,Iowa,0,0,1,0
2020-03-30,United States,Iowa,0,0,1,0
2020-03-30,United States,Iowa,5,1,18,1
2020-03-30,United States,Iowa,0,0,0,0
2020-03-30,United States,Iowa,0,0,1,0
2020-03-30,United States,Iowa,0,0,0,0
2020-03-30,United States,Iowa,0,0,3,0
2020-03-30,United States,Iowa,0,0,4,0
2020-03-30,United States,Iowa,0,0,0,0
2020-03-30,United States,Iowa,0,0,1,0
2020-03-30,United States,Kansas,0,0,0,0
2020-03-30,United States,Kansas,0,0,0,0
2020-03-30,United States,Kansas,1,0,1,0
2020-03-30,United States,Kansas,0,0,0,0
2020-03-30,United States,Kansas,0,0,0,0
2020-03-30,United States,Kansas,0,0,3,0
2020-03-30,United States,Kansas,0,0,0,0
2020-03-30,United States,Kansas,0,0,3,0
2020-03-30,United States,Kansas,0,0,0,0
2020-03-30,United States,Kansas,0,0,0,0
2020-03-30,United States,Kansas,0,0,2,0
2020-03-30,United States,Kansas,0,0,0,0
2020-03-30,United States,Kansas,0,0,0,0
2020-03-30,United States,Kansas,0,0,1,0
2020-03-30,United States,Kansas,0,0,0,0
2020-03-30,United States,Kansas,2,0,10,0
2020-03-30,United States,Kansas,0,0,0,0
2020-03-30,United States,Kansas,0,0,0,0
2020-03-30,United States,Kansas,1,0,5,0
2020-03-30,United States,Kansas,0,0,0,0
2020-03-30,United States,Kansas,0,0,0,0
2020-03-30,United States,Kansas,0,0,1,0
2020-03-30,United States,Kansas,0,0,23,0
2020-03-30,United States,Kansas,0,0,0,0
2020-03-30,United States,Kansas,0,0,0,0
2020-03-30,United States,Kansas,0,0,0,0
2020-03-30,United States,Kansas,0,0,0,0
2020-03-30,United States,Kansas,1,0,1,0
2020-03-30,United States,Kansas,0,0,1,0
2020-03-30,United States,Kansas,0,0,6,0
2020-03-30,United States,Kansas,0,0,0,0
2020-03-30,United States,Kansas,0,0,1,0
2020-03-30,United States,Kansas,0,0,0,0
2020-03-30,United States,Kansas,0,0,0,0
2020-03-30,United States,Kansas,0,0,0,0
2020-03-30,United States,Kansas,0,0,0,0
2020-03-30,United States,Kansas,0,0,0,0
2020-03-30,United States,Kansas,0,0,0,0
2020-03-30,United States,Kansas,0,0,0,0
2020-03-30,United States,Kansas,0,0,1,0
2020-03-30,United States,Kansas,0,0,0,0
2020-03-30,United States,Kansas,0,0,0,0
2020-03-30,United States,Kansas,0,0,1,0
2020-03-30,United States,Kansas,0,0,1,0
2020-03-30,United States,Kansas,0,0,0,0
2020-03-30,United States,Kansas,8,0,116,2
2020-03-30,United States,Kansas,0,0,0,0
2020-03-30,United States,Kansas,0,0,0,0
2020-03-30,United States,Kansas,0,0,0,0
2020-03-30,United States,Kansas,0,0,0,0
2020-03-30,United States,Kansas,0,0,0,0
2020-03-30,United States,Kansas,3,0,20,0
2020-03-30,United States,Kansas,0,0,0,0
2020-03-30,United States,Kansas,0,0,5,0
2020-03-30,United States,Kansas,0,0,0,0
2020-03-30,United States,Kansas,2,0,9,0
2020-03-30,United States,Kansas,0,0,0,0
2020-03-30,United States,Kansas,0,0,0,0
2020-03-30,United States,Kansas,0,0,3,0
2020-03-30,United States,Kansas,0,0,0,0
2020-03-30,United States,Kansas,0,0,0,0
2020-03-30,United States,Kansas,0,0,2,0
2020-03-30,United States,Kansas,1,0,4,0
2020-03-30,United States,Kansas,0,0,2,0
2020-03-30,United States,Kansas,0,0,0,0
2020-03-30,United States,Kansas,0,0,0,0
2020-03-30,United States,Kansas,0,0,1,0
2020-03-30,United States,Kansas,0,0,0,0
2020-03-30,United States,Kansas,0,0,0,0
2020-03-30,United States,Kansas,1,0,2,0
2020-03-30,United States,Kansas,0,0,0,0
2020-03-30,United States,Kansas,0,0,1,0
2020-03-30,United States,Kansas,0,0,0,0
2020-03-30,United States,Kansas,0,0,0,0
2020-03-30,United States,Kansas,0,0,1,0
2020-03-30,United States,Kansas,0,0,0,0
2020-03-30,United States,Kansas,0,0,0,0
2020-03-30,United States,Kansas,0,0,7,0
2020-03-30,United States,Kansas,0,0,0,0
2020-03-30,United States,Kansas,0,0,0,0
2020-03-30,United States,Kansas,0,0,2,0
2020-03-30,United States,Kansas,0,0,0,0
2020-03-30,United States,Kansas,0,0,0,0
2020-03-30,United States,Kansas,0,0,0,0
2020-03-30,United States,Kansas,1,0,1,0
2020-03-30,United States,Kansas,0,0,0,0
2020-03-30,United States,Kansas,7,1,49,1
2020-03-30,United States,Kansas,0,0,0,0
2020-03-30,United States,Kansas,1,0,14,1
2020-03-30,United States,Kansas,0,0,0,0
2020-03-30,United States,Kansas,0,0,0,0
2020-03-30,United States,Kansas,0,0,0,0
2020-03-30,United States,Kansas,0,0,1,0
2020-03-30,United States,Kansas,0,0,0,0
2020-03-30,United States,Kansas,1,0,2,0
2020-03-30,United States,Kansas,0,0,1,0
2020-03-30,United States,Kansas,0,0,0,0
2020-03-30,United States,Kansas,0,0,0,0
2020-03-30,United States,Kansas,0,0,0,0
2020-03-30,United States,Kansas,0,0,0,0
2020-03-30,United States,Kansas,0,0,0,0
2020-03-30,United States,Kansas,0,0,0,0
2020-03-30,United States,Kansas,0,0,0,0
2020-03-30,United States,Kansas,0,0,1,0
2020-03-30,United States,Kansas,12,0,67,4
2020-03-30,United States,Kentucky,0,0,0,0
2020-03-30,United States,Kentucky,0,0,1,0
2020-03-30,United States,Kentucky,0,0,2,1
2020-03-30,United States,Kentucky,0,0,0,0
2020-03-30,United States,Kentucky,0,0,1,0
2020-03-30,United States,Kentucky,0,0,0,0
2020-03-30,United States,Kentucky,0,0,0,0
2020-03-30,United States,Kentucky,0,0,5,0
2020-03-30,United States,Kentucky,0,0,2,1
2020-03-30,United States,Kentucky,0,0,0,0
2020-03-30,United States,Kentucky,0,0,1,0
2020-03-30,United States,Kentucky,0,0,1,0
2020-03-30,United States,Kentucky,0,0,2,0
2020-03-30,United States,Kentucky,0,0,2,0
2020-03-30,United States,Kentucky,0,0,2,0
2020-03-30,United States,Kentucky,0,0,1,0
2020-03-30,United States,Kentucky,0,0,0,0
2020-03-30,United States,Kentucky,1,0,3,0
2020-03-30,United States,Kentucky,0,0,4,0
2020-03-30,United States,Kentucky,0,0,0,0
2020-03-30,United States,Kentucky,0,0,1,0
2020-03-30,United States,Kentucky,0,0,0,0
2020-03-30,United States,Kentucky,0,0,0,0
2020-03-30,United States,Kentucky,0,0,6,0
2020-03-30,United States,Kentucky,0,0,6,0
2020-03-30,United States,Kentucky,0,0,0,0
2020-03-30,United States,Kentucky,0,0,0,0
2020-03-30,United States,Kentucky,0,0,0,0
2020-03-30,United States,Kentucky,0,0,0,0
2020-03-30,United States,Kentucky,0,0,27,0
2020-03-30,United States,Kentucky,0,0,0,0
2020-03-30,United States,Kentucky,0,0,0,0
2020-03-30,United States,Kentucky,0,0,0,0
2020-03-30,United States,Kentucky,15,0,82,2
2020-03-30,United States,Kentucky,0,0,0,0
2020-03-30,United States,Kentucky,0,0,1,0
2020-03-30,United States,Kentucky,0,0,6,0
2020-03-30,United States,Kentucky,0,0,0,0
2020-03-30,United States,Kentucky,0,0,0,0
2020-03-30,United States,Kentucky,0,0,0,0
2020-03-30,United States,Kentucky,0,0,1,0
2020-03-30,United States,Kentucky,0,0,0,0
2020-03-30,United States,Kentucky,0,0,2,0
2020-03-30,United States,Kentucky,0,0,0,0
2020-03-30,United States,Kentucky,0,0,0,0
2020-03-30,United States,Kentucky,0,0,1,0
2020-03-30,United States,Kentucky,0,0,5,0
2020-03-30,United States,Kentucky,0,0,0,0
2020-03-30,United States,Kentucky,0,0,11,0
2020-03-30,United States,Kentucky,0,0,0,0
2020-03-30,United States,Kentucky,0,0,3,0
2020-03-30,United States,Kentucky,0,0,0,0
2020-03-30,United States,Kentucky,0,0,0,0
2020-03-30,United States,Kentucky,6,0,17,1
2020-03-30,United States,Kentucky,0,0,0,0
2020-03-30,United States,Kentucky,19,0,116,3
2020-03-30,United States,Kentucky,1,0,11,0
2020-03-30,United States,Kentucky,0,0,0,0
2020-03-30,United States,Kentucky,2,0,19,1
2020-03-30,United States,Kentucky,0,0,0,0
2020-03-30,United States,Kentucky,0,0,0,0
2020-03-30,United States,Kentucky,0,0,1,0
2020-03-30,United States,Kentucky,0,0,2,0
2020-03-30,United States,Kentucky,0,0,0,0
2020-03-30,United States,Kentucky,0,0,0,0
2020-03-30,United States,Kentucky,0,0,0,0
2020-03-30,United States,Kentucky,0,0,0,0
2020-03-30,United States,Kentucky,0,0,0,0
2020-03-30,United States,Kentucky,0,0,0,0
2020-03-30,United States,Kentucky,0,0,0,0
2020-03-30,United States,Kentucky,0,0,2,0
2020-03-30,United States,Kentucky,0,0,1,0
2020-03-30,United States,Kentucky,1,0,8,0
2020-03-30,United States,Kentucky,0,0,0,0
2020-03-30,United States,Kentucky,0,0,0,0
2020-03-30,United States,Kentucky,0,0,0,0
2020-03-30,United States,Kentucky,0,0,2,0
2020-03-30,United States,Kentucky,0,0,1,0
2020-03-30,United States,Kentucky,2,0,5,0
2020-03-30,United States,Kentucky,0,0,1,0
2020-03-30,United States,Kentucky,0,0,1,0
2020-03-30,United States,Kentucky,0,0,0,0
2020-03-30,United States,Kentucky,0,0,2,0
2020-03-30,United States,Kentucky,0,0,2,0
2020-03-30,United States,Kentucky,0,0,0,0
2020-03-30,United States,Kentucky,0,0,0,0
2020-03-30,United States,Kentucky,0,0,2,0
2020-03-30,United States,Kentucky,0,0,0,0
2020-03-30,United States,Kentucky,3,0,7,0
2020-03-30,United States,Kentucky,1,0,3,0
2020-03-30,United States,Kentucky,0,0,1,0
2020-03-30,United States,Kentucky,0,0,0,0
2020-03-30,United States,Kentucky,0,0,3,0
2020-03-30,United States,Kentucky,0,0,0,0
2020-03-30,United States,Kentucky,0,0,0,0
2020-03-30,United States,Kentucky,0,0,0,0
2020-03-30,United States,Kentucky,0,0,0,0
2020-03-30,United States,Kentucky,0,0,0,0
2020-03-30,United States,Kentucky,0,0,0,0
